serial_number,type,model,id_code,tag_code_space,owner_pi,id_pk,activation_date,min_delay,max_delay,power,end_date,file,estimated_lifetime,sensor_type,frequency,acoustic_tag_type,min_delay_step2,max_delay_step2,power_step2,min_delay_step3,max_delay_step3,power_step3,duration_step1,duration_step2,duration_step3,manufacturer_fk,intercept,slope,owner_group_fk,thelma_converted_code,financing_project_fk,acceleration_on_sec_step1,acceleration_on_sec_step2,acceleration_on_sec_step3,min_delay_step4,max_delay_step4,power_step4,duration_step4,acceleration_on_sec_step4,range,units,accelerometer_algoritm,accelerometer_samples_per_second,sensor_transmit_ratio,tag_full_id,status,projectcode,scientific_name,animal_id_pk
1171701,Acoustic,V13-1x,26455,A69-1601,ANS MOUTON,320,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26455,available,2013_albertkanaal,Anguilla anguilla,323
1171702,Acoustic,V13-1x,26456,A69-1601,ANS MOUTON,321,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26456,available,2013_albertkanaal,Anguilla anguilla,324
1171703,Acoustic,V13-1x,26457,A69-1601,ANS MOUTON,322,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26457,available,2013_albertkanaal,Anguilla anguilla,325
1171704,Acoustic,V13-1x,26458,A69-1601,ANS MOUTON,323,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26458,available,2013_albertkanaal,Anguilla anguilla,326
1171705,Acoustic,V13-1x,26459,A69-1601,ANS MOUTON,324,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26459,available,2013_albertkanaal,Anguilla anguilla,327
1171706,Acoustic,V13-1x,26460,A69-1601,ANS MOUTON,325,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26460,available,2013_albertkanaal,Anguilla anguilla,328
1171707,Acoustic,V13-1x,26461,A69-1601,ANS MOUTON,326,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26461,available,2013_albertkanaal,Anguilla anguilla,329
1171708,Acoustic,V13-1x,26462,A69-1601,ANS MOUTON,327,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26462,available,2013_albertkanaal,Anguilla anguilla,330
1171709,Acoustic,V13-1x,26463,A69-1601,ANS MOUTON,328,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26463,available,2013_albertkanaal,Anguilla anguilla,331
1171710,Acoustic,V13-1x,26464,A69-1601,ANS MOUTON,329,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26464,available,2013_albertkanaal,Anguilla anguilla,332
1171711,Acoustic,V13-1x,26465,A69-1601,ANS MOUTON,330,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26465,available,2013_albertkanaal,Anguilla anguilla,333
1171712,Acoustic,V13-1x,26466,A69-1601,ANS MOUTON,331,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26466,available,2013_albertkanaal,Anguilla anguilla,334
1171713,Acoustic,V13-1x,26467,A69-1601,ANS MOUTON,332,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26467,available,2013_albertkanaal,Anguilla anguilla,335
1171714,Acoustic,V13-1x,26468,A69-1601,ANS MOUTON,333,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26468,available,2013_albertkanaal,Anguilla anguilla,336
1171715,Acoustic,V13-1x,26469,A69-1601,ANS MOUTON,334,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26469,available,2013_albertkanaal,Anguilla anguilla,337
1171716,Acoustic,V13-1x,26470,A69-1601,ANS MOUTON,335,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26470,available,2013_albertkanaal,Anguilla anguilla,338
1255016,Acoustic,V13-1x,47315,A69-1601,RAF BAEYENS,1411,,17,33,L,,,644,,069k,animal,60,120,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47315,available,2013_albertkanaal,Anguilla anguilla,2309
1157779,Acoustic,V13-1x,28294,A69-1601,DAVID BUYSSE,299,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28294,ended,2014_demer,Squalius cephalus,382
1157780,Acoustic,V13-1x,28295,A69-1601,DAVID BUYSSE,300,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28295,ended,2014_demer,Squalius cephalus,383
1157781,Acoustic,V13-1x,28296,A69-1601,DAVID BUYSSE,301,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28296,ended,2014_demer,Silurus glanis,384
1157782,Acoustic,V13-1x,28297,A69-1601,DAVID BUYSSE,302,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28297,ended,2014_demer,Silurus glanis,385
1157783,Acoustic,V13-1x,28298,A69-1601,DAVID BUYSSE,303,,45,95,L,,allTags_readyForDb.csv,1219,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-28298,ended,2014_demer,Silurus glanis,386
1171717,Acoustic,V13-1x,26471,A69-1601,ANS MOUTON,336,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26471,available,2013_albertkanaal,Anguilla anguilla,339
1171718,Acoustic,V13-1x,26472,A69-1601,ANS MOUTON,337,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26472,available,2013_albertkanaal,Anguilla anguilla,340
1171719,Acoustic,V13-1x,26473,A69-1601,ANS MOUTON,338,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26473,available,2013_albertkanaal,Anguilla anguilla,341
1171720,Acoustic,V13-1x,26474,A69-1601,ANS MOUTON,339,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26474,available,2013_albertkanaal,Anguilla anguilla,342
1171721,Acoustic,V13-1x,26475,A69-1601,ANS MOUTON,340,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26475,available,2013_albertkanaal,Anguilla anguilla,343
1171722,Acoustic,V13-1x,26476,A69-1601,ANS MOUTON,341,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26476,available,2013_albertkanaal,Anguilla anguilla,344
1171723,Acoustic,V13-1x,26477,A69-1601,ANS MOUTON,342,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26477,available,2013_albertkanaal,Anguilla anguilla,345
1171724,Acoustic,V13-1x,26478,A69-1601,ANS MOUTON,343,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26478,available,2013_albertkanaal,Anguilla anguilla,346
1171725,Acoustic,V13-1x,26479,A69-1601,ANS MOUTON,344,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26479,available,2013_albertkanaal,Anguilla anguilla,347
1171726,Acoustic,V13-1x,26480,A69-1601,ANS MOUTON,345,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26480,available,2013_albertkanaal,Anguilla anguilla,348
1171727,Acoustic,V13-1x,26481,A69-1601,ANS MOUTON,346,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26481,available,2013_albertkanaal,Anguilla anguilla,349
1171728,Acoustic,V13-1x,26482,A69-1601,ANS MOUTON,347,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26482,available,2013_albertkanaal,Anguilla anguilla,350
1171729,Acoustic,V13-1x,26483,A69-1601,ANS MOUTON,348,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26483,available,2013_albertkanaal,Anguilla anguilla,351
1171730,Acoustic,V13-1x,26484,A69-1601,ANS MOUTON,349,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26484,available,2013_albertkanaal,Anguilla anguilla,352
1171731,Acoustic,V13-1x,26485,A69-1601,ANS MOUTON,350,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26485,available,2013_albertkanaal,Anguilla anguilla,353
1171732,Acoustic,V13-1x,26486,A69-1601,ANS MOUTON,351,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26486,available,2013_albertkanaal,Anguilla anguilla,354
1171733,Acoustic,V13-1x,26487,A69-1601,ANS MOUTON,352,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26487,available,2013_albertkanaal,Anguilla anguilla,355
1171734,Acoustic,V13-1x,26488,A69-1601,ANS MOUTON,353,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26488,available,2013_albertkanaal,Anguilla anguilla,356
1171735,Acoustic,V13-1x,26489,A69-1601,ANS MOUTON,354,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26489,available,2013_albertkanaal,Anguilla anguilla,357
1171736,Acoustic,V13-1x,26490,A69-1601,ANS MOUTON,355,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26490,available,2013_albertkanaal,Anguilla anguilla,358
1171737,Acoustic,V13-1x,26491,A69-1601,ANS MOUTON,356,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26491,available,2013_albertkanaal,Anguilla anguilla,359
1171738,Acoustic,V13-1x,26492,A69-1601,ANS MOUTON,357,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26492,available,2013_albertkanaal,Anguilla anguilla,360
1171739,Acoustic,V13-1x,26493,A69-1601,ANS MOUTON,358,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26493,active,2013_albertkanaal,Anguilla anguilla,2276
1171740,Acoustic,V13-1x,26494,A69-1601,ANS MOUTON,359,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26494,active,2013_albertkanaal,Anguilla anguilla,2277
1171741,Acoustic,V13-1x,26495,A69-1601,ANS MOUTON,360,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26495,active,2013_albertkanaal,Anguilla anguilla,2278
1171742,Acoustic,V13-1x,26496,A69-1601,ANS MOUTON,361,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26496,active,2013_albertkanaal,Anguilla anguilla,2279
1171743,Acoustic,V13-1x,26497,A69-1601,ANS MOUTON,362,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26497,active,2013_albertkanaal,Anguilla anguilla,2280
1171744,Acoustic,V13-1x,26498,A69-1601,ANS MOUTON,363,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26498,active,2013_albertkanaal,Anguilla anguilla,2281
1171745,Acoustic,V13-1x,26499,A69-1601,ANS MOUTON,364,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26499,active,2013_albertkanaal,Anguilla anguilla,2282
1255017,Acoustic,V13-1x,47316,A69-1601,RAF BAEYENS,1412,,17,33,L,,,644,,069k,animal,60,120,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47316,available,2013_albertkanaal,Anguilla anguilla,2310
1171755,Acoustic,V13-1x,26509,A69-1601,ANS MOUTON,374,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26509,available,2013_albertkanaal,Anguilla anguilla,361
1171756,Acoustic,V13-1x,26510,A69-1601,ANS MOUTON,375,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26510,available,2013_albertkanaal,Anguilla anguilla,362
1171757,Acoustic,V13-1x,26511,A69-1601,ANS MOUTON,376,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26511,active,2013_albertkanaal,Anguilla anguilla,2266
1171758,Acoustic,V13-1x,26512,A69-1601,ANS MOUTON,377,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26512,active,2013_albertkanaal,Anguilla anguilla,2267
1171759,Acoustic,V13-1x,26513,A69-1601,ANS MOUTON,378,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26513,active,2013_albertkanaal,Anguilla anguilla,2268
1171760,Acoustic,V13-1x,26514,A69-1601,ANS MOUTON,379,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26514,active,2013_albertkanaal,Anguilla anguilla,2269
1171761,Acoustic,V13-1x,26515,A69-1601,ANS MOUTON,380,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26515,active,2013_albertkanaal,Anguilla anguilla,2270
1171762,Acoustic,V13-1x,26516,A69-1601,ANS MOUTON,381,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26516,active,2013_albertkanaal,Anguilla anguilla,2271
1171763,Acoustic,V13-1x,26517,A69-1601,ANS MOUTON,382,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26517,active,2013_albertkanaal,Anguilla anguilla,2272
1171764,Acoustic,V13-1x,26518,A69-1601,ANS MOUTON,383,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26518,active,2013_albertkanaal,Anguilla anguilla,2273
1171765,Acoustic,V13-1x,26519,A69-1601,ANS MOUTON,384,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26519,active,2013_albertkanaal,Anguilla anguilla,2274
1171766,Acoustic,V13-1x,26520,A69-1601,ANS MOUTON,385,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26520,active,2013_albertkanaal,Anguilla anguilla,2275
1171767,Acoustic,V13-1x,26521,A69-1601,ANS MOUTON,386,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26521,active,2013_albertkanaal,Anguilla anguilla,2283
1171768,Acoustic,V13-1x,26522,A69-1601,ANS MOUTON,387,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26522,active,2013_albertkanaal,Anguilla anguilla,2284
1171769,Acoustic,V13-1x,26523,A69-1601,ANS MOUTON,388,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26523,active,2013_albertkanaal,Anguilla anguilla,2285
1171770,Acoustic,V13-1x,26524,A69-1601,ANS MOUTON,389,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26524,active,2013_albertkanaal,Anguilla anguilla,363
1171771,Acoustic,V13-1x,26525,A69-1601,ANS MOUTON,390,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26525,active,2013_albertkanaal,Anguilla anguilla,364
1171772,Acoustic,V13-1x,26526,A69-1601,ANS MOUTON,391,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26526,active,2013_albertkanaal,Anguilla anguilla,2286
1171773,Acoustic,V13-1x,26527,A69-1601,ANS MOUTON,392,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26527,active,2013_albertkanaal,Anguilla anguilla,2287
1171774,Acoustic,V13-1x,26528,A69-1601,ANS MOUTON,393,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26528,available,2013_albertkanaal,Anguilla anguilla,2154
1171775,Acoustic,V13-1x,26529,A69-1601,ANS MOUTON,394,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26529,available,2014_demer,Silurus glanis,365
1171776,Acoustic,V13-1x,26530,A69-1601,ANS MOUTON,395,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26530,available,2014_demer,Silurus glanis,366
1171777,Acoustic,V13-1x,26531,A69-1601,ANS MOUTON,396,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26531,available,2014_demer,Silurus glanis,367
1171778,Acoustic,V13-1x,26532,A69-1601,ANS MOUTON,397,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26532,active,2013_albertkanaal,Anguilla anguilla,2288
1171779,Acoustic,V13-1x,26533,A69-1601,ANS MOUTON,398,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26533,active,2013_albertkanaal,Anguilla anguilla,2289
1171780,Acoustic,V13-1x,26534,A69-1601,ANS MOUTON,399,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26534,available,2014_demer,Silurus glanis,368
1171781,Acoustic,V13-1x,26535,A69-1601,ANS MOUTON,400,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26535,available,2014_demer,Silurus glanis,369
1171782,Acoustic,V13-1x,26536,A69-1601,ANS MOUTON,401,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26536,available,2014_demer,Silurus glanis,370
1171783,Acoustic,V13-1x,26537,A69-1601,ANS MOUTON,402,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26537,available,2014_demer,Petromyzon marinus,371
1171784,Acoustic,V13-1x,26538,A69-1601,ANS MOUTON,403,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26538,available,2014_demer,Squalius cephalus,372
1255018,Acoustic,V13-1x,47317,A69-1601,RAF BAEYENS,1413,,17,33,L,,,644,,069k,animal,60,120,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47317,available,2013_albertkanaal,Anguilla anguilla,2311
1172834,Acoustic,V13-1x,13738,A69-1601,KLAAS DENEUDT,422,,60,180,H,,allTags_readyForDb.csv,360,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1601-13738,ended,homarus,Homarus gammarus,251
1172835,Acoustic,V13-1x,13739,A69-1601,KLAAS DENEUDT,423,,60,180,H,,allTags_readyForDb.csv,360,,069k,animal,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,A69-1601-13739,ended,homarus,Homarus gammarus,252
1255019,Acoustic,V9-2x,47318,A69-1601,RAF BAEYENS,1414,,17,35,L,,,367,,069k,animal,300,360,L,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-47318,ended,2013_albertkanaal,Anguilla anguilla,2290
1187429,Acoustic,V7-2x,16109,A69-1601,ANS MOUTON,460,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16109,ended,2013_albertkanaal,Salmo salar,284
1187431,Acoustic,V7-2x,16111,A69-1601,ANS MOUTON,462,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16111,ended,2013_albertkanaal,Salmo salar,286
1187432,Acoustic,V7-2x,16112,A69-1601,ANS MOUTON,463,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16112,ended,2013_albertkanaal,Salmo salar,287
1187433,Acoustic,V7-2x,16113,A69-1601,ANS MOUTON,464,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16113,ended,2013_albertkanaal,Salmo salar,288
1187434,Acoustic,V7-2x,16114,A69-1601,ANS MOUTON,465,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16114,ended,2013_albertkanaal,Salmo salar,289
1187435,Acoustic,V7-2x,16115,A69-1601,ANS MOUTON,466,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16115,ended,2013_albertkanaal,Salmo salar,290
1187436,Acoustic,V7-2x,16116,A69-1601,ANS MOUTON,467,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16116,ended,2013_albertkanaal,Salmo salar,291
1187437,Acoustic,V7-2x,16117,A69-1601,ANS MOUTON,468,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16117,ended,2013_albertkanaal,Salmo salar,292
1187438,Acoustic,V7-2x,16118,A69-1601,ANS MOUTON,469,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16118,ended,2013_albertkanaal,Salmo salar,293
1187439,Acoustic,V7-2x,16119,A69-1601,ANS MOUTON,470,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16119,ended,2013_albertkanaal,Salmo salar,294
1187440,Acoustic,V7-2x,16120,A69-1601,ANS MOUTON,471,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16120,ended,2013_albertkanaal,Salmo salar,295
1187441,Acoustic,V7-2x,16121,A69-1601,ANS MOUTON,472,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16121,ended,2013_albertkanaal,Salmo salar,296
1187442,Acoustic,V7-2x,16122,A69-1601,ANS MOUTON,473,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16122,ended,2013_albertkanaal,Salmo salar,297
1187443,Acoustic,V7-2x,16123,A69-1601,ANS MOUTON,474,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16123,ended,2013_albertkanaal,Salmo salar,298
1187444,Acoustic,V7-2x,16124,A69-1601,ANS MOUTON,475,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16124,ended,2013_albertkanaal,Salmo salar,299
1187445,Acoustic,V7-2x,16125,A69-1601,ANS MOUTON,476,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16125,ended,2013_albertkanaal,Salmo salar,300
1187446,Acoustic,V7-2x,16126,A69-1601,ANS MOUTON,477,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16126,ended,2013_albertkanaal,Salmo salar,301
1187447,Acoustic,V7-2x,16127,A69-1601,ANS MOUTON,478,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16127,ended,2013_albertkanaal,Salmo salar,302
1187448,Acoustic,V7-2x,16128,A69-1601,ANS MOUTON,479,,15,30,L,,allTags_readyForDb.csv,64,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16128,ended,2013_albertkanaal,Salmo salar,303
1187449,Acoustic,V7-4x,16129,A69-1601,DAVID BUYSSE,480,,50,90,L,,allTags_readyForDb.csv,424,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-16129,ended,2014_demer,Rutilus rutilus,304
