"","station_name","location_name"
"797","PC4C-B08-1","PC4C-B08-1"
"798","PC4C-B08-2","PC4C-B08-2"
"799","PC4C-B08-3","PC4C-B08-3"
"800","PC4C-B08-4","PC4C-B08-4"
"801","PC4C-B08-5","PC4C-B08-5"
"802","PC4C-B08-6","PC4C-B08-6"
"803","PC4C-B09-1","PC4C-B09-1"
"804","PC4C-B10-1","PC4C-B10-1"
"805","PC4C-B10-2","PC4C-B10-2"
"806","PC4C-B10-3","PC4C-B10-3"
"807","PC4C-B10-4","PC4C-B10-4"
"808","PC4C-B10-5","PC4C-B10-5"
"809","PC4C-B10-6","PC4C-B10-6"
"810","PC4C-B6-1","PC4C-B6-1"
"811","PC4C-B6-2","PC4C-B6-2"
"812","PC4C-B6-3","PC4C-B6-3"
"813","PC4C-B6-4","PC4C-B6-4"
"814","PC4C-B6-5","PC4C-B6-5"
"815","PC4C-B6-6","PC4C-B6-6"
"816","PC4C-B7-1","PC4C-B7-1"
"817","PC4C-C05-1","PC4C-C05-1"
"818","PC4C-C05-10","PC4C-C05-10"
"819","PC4C-C05-2","PC4C-C05-2"
"820","PC4C-C05-3","PC4C-C05-3"
"821","PC4C-C05-4","PC4C-C05-4"
"822","PC4C-C05-5","PC4C-C05-5"
"823","PC4C-C05-6","PC4C-C05-6"
"824","PC4C-C05-7","PC4C-C05-7"
"825","PC4C-C05-8","PC4C-C05-8"
"826","PC4C-C05-9","PC4C-C05-9"
"827","PC4C-C08-1","PC4C-C08-1"
"828","PC4C-C09-1","PC4C-C09-1"
"829","PC4C-C09-2","PC4C-C09-2"
"830","PC4C-C09-3","PC4C-C09-3"
"831","PC4C-C09-4","PC4C-C09-4"
"832","PC4C-C09-5","PC4C-C09-5"
"833","PC4C-C09-6","PC4C-C09-6"
"834","PC4C-C10-1","PC4C-C10-1"
"835","PC4C-F05-1","PC4C-F05-1"
"836","PC4C-F05-2","PC4C-F05-2"
"837","PC4C-F05-3","PC4C-F05-3"
"838","PC4C-F05-4","PC4C-F05-4"
"839","PC4C-F05-5","PC4C-F05-5"
"840","PC4C-F05-6","PC4C-F05-6"
"841","PC4C-F05-7","PC4C-F05-7"
"842","PC4C-F05-8","PC4C-F05-8"
"843","Pedra Bonita","Pedra Bonita"
"844","Pedra do Leao","Pedra do Leao"
"845","Pedra do Leao","Arrábida"
"846","Pedra do Meio","Arrábida"
"847","PNA 1","PNA 1"
"848","PNA2","PNA2"
"849","Ponta da Passagem","Ponta da Passagem"
"850","Portelet Bay NE","Portelet Bay NE"
"851","Portelet Bay NW","Portelet Bay NW"
"852","Portelet Bay SE","Portelet Bay SE"
"853","Portelet Bay SW","Portelet Bay SW"
"854","R 0","R 0"
"855","r01","r01"
"856","R01","R01"
"857","r02","r02"
"858","R02","R02"
"859","r03","r03"
"860","R03","R03"
"861","r04","r04"
"862","R04","R04"
"863","r05","r05"
"864","R05","R05"
"865","r06","r06"
"866","R06","R06"
"867","r07","r07"
"868","R07","R07"
"869","r08","r08"
"870","R08","R08"
"871","r09","r09"
"872","R09","R09"
"873","R 1","R 1"
"874","r10","r10"
"875","R10","R10"
"876","R 10","R 10"
"877","r11","r11"
"878","R11","R11"
"879","R 11","R 11"
"880","r12","r12"
"881","R 12","R 12"
"882","r13","r13"
"883","R 13","R 13"
"884","r14","r14"
"885","R 14","R 14"
"886","r15","r15"
"887","R 15","R 15"
"888","R 2","R 2"
"889","R 3","R 3"
"890","R 4","R 4"
"891","R 5","R 5"
"892","R 6","R 6"
"893","R 7","R 7"
"894","R 8","R 8"
"895","R 9","R 9"
"896","RingvN","Noordervak Ringvaart - Stroomaf Complex Evergem"
"897","RingvWn","Westervak Ringvaart - Stroomop v d 2 Leiemondingen (Watersportbaan)"
"898","RingvWz","Westervak Ringvaart - Stroomop Complex Merelbeke"
"899","RingvZ","Zuidervak Ringvaart - Brug Merelbeke"
"900","Risco","Risco"
"901","RiscoWombat","RiscoWombat"
"902","River_popa","River_popa"
"903","River Popa","River Popa"
"904","Rusne-1","Rusne"
"905","Rusne-2","Rusne"
"906","Rusne-3","Rusne"
"907","Rusne-4","Rusne"
"908","S02","S02"
"909","S07","S07"
"910","S08","S08"
"911","S09","S09"
"912","S09-2","S09-2"
"913","s-1","s-1"
"914","s-1",""
"915","s-10","Aanlegsteiger Palingplaat"
"916","S10","S10"
"917","s-10a","Buoy near Palingplaat"
"918","s-11","Fort Liefkenshoek"
"919","s-11",""
"920","s-12",""
"921","s-12","Fort Lilo"
"922","S12","S12"
"923","S13","S13"
"924","S14","S14"
"925","S15","S15"
"926","S16","S16"
"927","S17","S17"
"928","S18","S18"
"929","s-2",""
"930","s-2","Gontrode"
"931","s-2a",""
"932","s-2a","Berlare"
"933","s-2a","s-2a"
"934","s-3",""
"935","s-3","Zele"
"936","s-4","Dendermonde"
"937","s-4a",""
"938","s-4a","Buggenhout"
"939","s-4b","s-4b"
"940","s-4b","Sint-Amands"
"941","s-4b",""
"942","s-4c",""
"943","s-4c","Branst"
"944","s-5","Hamme"
"945","s-5",""
"946","s-6",""
"947","s-6","Temse"
"948","s-7","Bornem"
"949","s-7",""
"950","s-8",""
"951","s-8","Hemiksem"
"952","s-8a",""
"953","s-8a","Veer Bzael"
"954","s-8a","Veer Bazel"
"955","s-9","Kruibeke"
"956","s-9a","BURCHT"
"957","s-9a",""
"958","saTBZwa","Zwalm - Stroomaf TerBiest - Schuisplanklos"
"959","Schinkelsluis","Bij palenrij rechts"
"960","s-Dendermonde","Schelde Dendermonde"
"961","sIOud","Bovenschelde - Kop Sluismuur Oudenaarde"
"962","slAsp","Bovenschelde - Kop Sluismuur Asper"
"963","soAsp","Bovenschelde - Stroomop Complex Asper"
"964","soMrbk","Bovenschelde - 400m SO monding Maarkebeek"
"965","SOmZwa","Bovenschelde - 400m SO monding Zwalm"
"966","soOud","Bovenschelde - Stroomop Complex Oudenaarde"
"967","Spaarndam","Kleine sluis"
"968","Spaarne gemaal","Voor gemaal"
"969","Spaarne sluis","Voor sluis"
"970","Spuisluis Noordzee","zuidzijde"
"971","Spuisluis Noordzee","noordzijde"
"972","Spuisluis NZK","noordzijde"
"973","Station 1","Skjern estuary"
"974","Station 10","Ringkøbing mouth"
"975","Station 11","Ringkøbing mouth"
"976","Station 12","Ringkøbing mouth"
"977","Station 13","Ringkøbing mouth"
"978","Station 14","Ringkøbing mouth"
"979","Station 15","Ringkøbing mouth"
"980","Station 2","Skjern estuary"
"981","Station 3","Skjern estuary"
"982","Station 4","Skjern estuary"
"983","Station 5","Skjern estuary"
"984","Station 6","Skjern estuary"
"985","Station 7C","Ringkøbing mouth"
"986","Station 7D","Ringkøbing mouth"
"987","Station 8C","Ringkøbing mouth"
"988","Station 8D","Ringkøbing mouth"
"989","Station 9C","Ringkøbing mouth"
"990","Station 9D","Ringkøbing mouth"
"991","stgAsp","Bovenschelde - Stuwgeul Asper"
"992","stgKer","Bovenschelde - Stuwgeul Kerkhove"
"993","stgOud","Bovenschelde - Stuwgeul Oudenaarde"
"994","stMel","Zeeschelde - Staketsels Melle"
"995","SU-1","SU-1"
"996","SU-2","SU-2"
"997","SU-3","SU-3"
"998","SU-4","SU-4"
"999","SU-5","SU-5"
"1000","SU-6","SU-6"
"1001","SU-7","SU-7"
"1002","Suderpolder-1","Tzum polder"
"1003","Suderpolder-2","Tzum boezem"
"1004","Suderpolder-3","Hitzum polder"
"1005","Suderpolder-4","Hitzum boezem"
"1006","Suderpolder-5","Franeker boezem"
"1007","Suderpolder-6","Harlingen Kanaal voor huis Boersma"
"1008","Suderpolder-7","Harlingen haven paal 2b"
"1009","s-Vlassenbroek","Schelde Vlassenbroek"
"1010","s-Wetteren","Wetteren"
"1011","s-Wichelen","Wichelen"
"1012","T0","Tijarm - Begin Tijarm"
"1013","Test Rotselaar","test Rotselaar"
"1014","TOEVOERKANAAL","TOEVOERKANAAL"
"1015","Tsost","Bovenschelde - Stroomop Stuw Tijarm"
"1016","Tst","Tijarm - Stuw"
"1017","V2LNR001","v2lnr"
"1018","V2LNR002","v2lnr"
"1019","V2LNR003","v2lnr"
"1020","V2LNR004","v2lnr"
"1021","V2LNR006","v2lnr"
"1022","V2LNR007","v2lnr"
"1023","V2LNR008","v2lnr"
"1024","V2LNR009","v2lnr"
"1025","V2LNR010","v2lnr"
"1026","V2LNR011","v2lnr"
"1027","V2LNR013","v2lnr"
"1028","V2LNR014","v2lnr"
"1029","V2LNR015","v2lnr"
"1030","V2LNR016","v2lnr"
"1031","V2LNR018","v2lnr"
"1032","V2LNR019","v2lnr"
"1033","V2LNR020","v2lnr"
"1034","V2LNR021","v2lnr"
"1035","V2LNR022","v2lnr"
"1036","V2LNR023","v2lnr"
"1037","V2LNR024","v2lnr"
"1038","V2LNR025","v2lnr"
"1039","V2LNR026","v2lnr"
"1040","V2LNR028","v2lnr"
"1041","V2LNR029","v2lnr"
"1042","V2LNR030","v2lnr"
"1043","V2LNR031","v2lnr"
"1044","V2LNR032","v2lnr"
"1045","V2LNR034","v2lnr"
"1046","V2LNR035","v2lnr"
"1047","V2LNR036","v2lnr"
"1048","V2LNR037","v2lnr"
"1049","V2LNR038","v2lnr"
"1050","V2LNR039","v2lnr"
"1051","V2LNR040","v2lnr"
"1052","V2LNR041","v2lnr"
"1053","V2LNR042","v2lnr"
"1054","V2LNR043","v2lnr"
"1055","V2LNR049","v2lnr"
"1056","V2LNR050","v2lnr"
"1057","V2LNR060","v2lnr"
"1058","V2LNR061","v2lnr"
"1059","V2LNR062","v2lnr"
"1060","Vinkeveen gemaal","Midden voor gemaal"
"1061","Vinkeveen sluis","Voor sluis links"
"1062","VLVS1","VLVS1"
"1063","VLVS10","VLVS10"
"1064","VLVS11","VLVS11"
"1065","VLVS12","VLVS12"
"1066","VLVS13","VLVS13"
"1067","VLVS14","VLVS14"
"1068","VLVS15","VLVS15"
"1069","VLVS2","VLVS2"
"1070","VLVS3","VLVS3"
"1071","VLVS4","VLVS4"
"1072","VLVS5","VLVS5"
"1073","VLVS6","VLVS6"
"1074","VLVS7","VLVS7"
"1075","VLVS8","VLVS8"
"1076","VLVS9","VLVS9"
"1077","VR2Tx-481410","Afwateringskanaal"
"1078","VR2W-115192","Nordhorn Kornmuhlenarm"
"1079","VR2W-115193","Nordhorn Parkstrasse "
"1080","VR2W-115194","Nordhorn Neumarkt"
"1081","VR2W-119055","Vilsteren nevengeul"
"1082","VR2W-119056","Nevengeul Junne"
"1083","VR2W-119060","Vilsteren beneden"
"1084","VR2W-119064","Beneden Regge"
"1085","VR2W-119066","Vechterweerd boven"
"1086","VR2W-119067","Junne Boven"
"1087","VR2W-119069","Monding Vecht"
"1088","VR2W-119070","Junne beneden"
"1089","VR2W-130586","Vechterweerd Beneden"
"1090","VR2W-130587","Ommerkanaal"
"1091","VR2W-132159","Hardenberg boven"
"1092","VR2W-132165","Hardenberg beneden"
"1093","VR2W-132271","De Haandrik beneden"
"1094","VR2W-133154","Vilsteren boven"
"1095","VR2W-134229","Tinholt beneden"
"1096","VR2W-134230","Diffelen nevengeul"
"1097","VR2W-134231","De Haandrik grens"
"1098","VR2W-134232","Dinkel"
"1099","VR2W-134233","De Haandrik boven"
"1100","VR2W-134234","Neuenhaus klaranlage boven"
"1101","VR2W-134235","Vechterweerd boven"
"1102","VR2W-134236","Diffelen beneden"
"1103","VR2W-134237","Neuenhaus klaranlage beneden"
"1104","VR2W-134238","Neuenhaus LuchthookstraBe beneden"
"1105","VR2W-134239","Diffelen boven"
"1106","VR2W-134240","Neuenhaus LuchthookstraBe boven"
"1107","VR2W-134241","Tinholt boven"
"1108","VR2W-134242","Hardenberg vistrap"
"1109","Wett","Zeeschelde - Schellebelle - Voetveer"
"1110","WH - 01","Wavehub"
"1111","WH - 02","Wavehub"
"1112","WH - 03","Wavehub"
"1113","WH - 04","Wavehub"
"1114","WH - 05","Wavehub"
"1115","WH - 06","Wavehub"
"1116","Willem 2 sluis 2","NZK zijde"
"1117","WP015","WP015"
"1118","WP016","WP016"
"1119","WP017","WP017"
"1120","ws-11","ws-11"
"1121","ws-11","12 ISO 4s 11"
"1122","ws-12A","20 Iso 8s 12A"
"1123","ws-12A","Boei Iso 8s 12A"
"1124","ws-13","11 ISO 8s 13"
"1125","ws-14","19 14"
"1126","ws-14","Boei 14"
"1127","ws-14","ws-14"
"1128","ws-14",""
"1129","ws-15","7 Q 15"
"1130","ws-15A","6 VQ 15 A"
"1131","ws-16","Iso 4s 16"
"1132","ws-16","18 Iso 4s 16"
"1133","ws-18","17 Iso 8s 18"
"1134","ws-23","21 Iso 4s 23"
"1135","ws-25","14 Q25"
"1136","WS-250m","250m"
"1137","ws-25A","25A"
"1138","ws-25B","16 Iso 8s 25B"
"1139","ws-25B","25B"
"1140","ws-2C","Q2C"
"1141","ws-2C","13 Q 2C"
"1142","ws-4","9 ISO 4s 4"
"1143","ws-42A","42A"
"1144","ws-42A",""
"1145","ws-53",""
"1146","ws-53","53"
"1147","ws-53A",""
"1148","ws-53A","53A"
"1149","ws-55","55"
"1150","ws-55",""
"1151","ws-6","8 ISO 8s 6"
"1152","ws-A1","A1"
"1153","ws-A1","5 A1"
"1154","ws-A3","4 A3"
"1155","ws-A5","3 A5"
"1156","ws-borssele","ws-borssele"
"1157","ws-DL12","DL-12"
"1158","ws-DL7","DL-7"
"1159","ws-DL9","DL-9"
"1160","ws-F42","F42"
"1161","ws-FZ2","FZ2"
"1162","ws-GVWSP","GVW-SP"
"1163","ws-HW6","ws_HW6"
"1164","ws-HW6",""
"1165","ws-K","15 Obstn K"
"1166","ws-K","Obstn K"
"1167","ws-OG10","OG-10"
"1168","ws-OGDL","OGDL"
"1169","ws-PPB","2 PPB"
"1170","ws-PPB","1 PPB"
"1171","ws-PPC","2 PPC"
"1172","ws-PPC","1 PPC"
"1173","ws-PVTSS","10 VQ(3)5s"
"1174","ws-SP3","SP-2"
"1175","ws-STD3","Doel nuclear plant"
"1176","ws-STEEN","STEEN"
"1177","ws-TRAWL","TRAWL"
"1178","ws-W6","W-6"
"1179","ws-W7","W7"
"1180","ws-W7",""
"1181","ws-W7","W-7"
"1182","ws-W7","ws-W7"
"1183","ws-WN2","WN-2"
"1184","Z1E4","Artifical Reef Leucate-Le Barcarès"
"1185","Z2E4","Artifical Reef Leucate-Le Barcarès"
"1186","Z3E4","Artifical Reef Leucate-Le Barcarès"
"1187","Z4E4","Artifical Reef Leucate-Le Barcarès"
"1188","Z5E4","Artifical Reef Leucate-Le Barcarès"
"1189","Z6E4","Artifical Reef Leucate-Le Barcarès"
"1190","Zaangemaal 1","Polderzijde"
"1191","Zaangemaal 2","Gemaalkom"
"1192","Zaangemaal 3","NZK zijde"
"1193","zandvlietsluis haven B","Zandvlietsluis Albertkanaal"
"1194","Zijkanaal C kom","Achter gemaal"
"1195","Zijkanaal C kom","Achter sluis"
"1196","Zult","Leie - Stroomaf Complex St-Baafs-vijve"
"1197","Zwanenburg","overzijde kanaal"
