eventid,occurrenceid,eventdate,scientificname,kingdom
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335827:occurrence-detection,2015-12-13T02:47:57Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335828:occurrence-detection,2015-12-13T02:48:19Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335830:occurrence-detection,2015-12-13T02:49:02Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335831:occurrence-detection,2015-12-13T02:49:23Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335832:occurrence-detection,2015-12-13T02:49:46Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335834:occurrence-detection,2015-12-13T02:50:09Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335835:occurrence-detection,2015-12-13T02:50:34Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335836:occurrence-detection,2015-12-13T02:51:02Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335837:occurrence-detection,2015-12-13T02:51:39Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335840:occurrence-detection,2015-12-13T02:52:14Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335843:occurrence-detection,2015-12-13T02:53:16Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335844:occurrence-detection,2015-12-13T02:53:52Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335845:occurrence-detection,2015-12-13T02:54:27Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335846:occurrence-detection,2015-12-13T02:54:59Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335847:occurrence-detection,2015-12-13T02:56:04Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335848:occurrence-detection,2015-12-13T02:56:38Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335849:occurrence-detection,2015-12-13T02:57:09Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335851:occurrence-detection,2015-12-13T02:58:05Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335852:occurrence-detection,2015-12-13T02:58:28Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335854:occurrence-detection,2015-12-13T02:58:52Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335857:occurrence-detection,2015-12-13T02:59:20Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335858:occurrence-detection,2015-12-13T02:59:54Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335859:occurrence-detection,2015-12-13T03:00:24Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335860:occurrence-detection,2015-12-13T03:00:48Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335861:occurrence-detection,2015-12-13T03:01:14Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335862:occurrence-detection,2015-12-13T03:01:44Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335865:occurrence-detection,2015-12-13T03:02:07Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335866:occurrence-detection,2015-12-13T03:03:01Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335868:occurrence-detection,2015-12-13T03:03:37Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335869:occurrence-detection,2015-12-13T03:04:12Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335870:occurrence-detection,2015-12-13T03:04:45Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335871:occurrence-detection,2015-12-13T03:05:15Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335872:occurrence-detection,2015-12-13T03:05:36Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335873:occurrence-detection,2015-12-13T03:06:20Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335874:occurrence-detection,2015-12-13T03:06:42Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335880:occurrence-detection,2015-12-13T03:19:17Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335881:occurrence-detection,2015-12-13T03:19:39Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335882:occurrence-detection,2015-12-13T03:20:54Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335884:occurrence-detection,2015-12-13T03:21:27Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335885:occurrence-detection,2015-12-13T03:21:58Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335886:occurrence-detection,2015-12-13T03:22:21Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335887:occurrence-detection,2015-12-13T03:23:15Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335889:occurrence-detection,2015-12-13T03:24:27Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335890:occurrence-detection,2015-12-13T03:25:02Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335891:occurrence-detection,2015-12-13T03:25:34Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335892:occurrence-detection,2015-12-13T03:26:01Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335894:occurrence-detection,2015-12-13T03:27:02Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335895:occurrence-detection,2015-12-13T03:27:37Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335897:occurrence-detection,2015-12-13T03:28:10Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335900:occurrence-detection,2015-12-13T03:28:37Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335903:occurrence-detection,2015-12-13T03:29:12Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335904:occurrence-detection,2015-12-13T03:29:45Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335906:occurrence-detection,2015-12-13T03:30:12Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335908:occurrence-detection,2015-12-13T03:30:45Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335909:occurrence-detection,2015-12-13T03:31:14Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335911:occurrence-detection,2015-12-13T03:31:50Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335913:occurrence-detection,2015-12-13T03:33:01Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335914:occurrence-detection,2015-12-13T03:33:34Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335915:occurrence-detection,2015-12-13T03:34:02Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335917:occurrence-detection,2015-12-13T03:35:37Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335920:occurrence-detection,2015-12-13T03:36:12Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335922:occurrence-detection,2015-12-13T03:37:11Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335923:occurrence-detection,2015-12-13T03:37:43Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335927:occurrence-detection,2015-12-13T03:39:13Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335929:occurrence-detection,2015-12-13T03:39:49Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335932:occurrence-detection,2015-12-13T03:41:01Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335935:occurrence-detection,2015-12-13T03:41:35Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335936:occurrence-detection,2015-12-13T03:42:06Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335937:occurrence-detection,2015-12-13T03:42:30Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335938:occurrence-detection,2015-12-13T03:42:58Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335940:occurrence-detection,2015-12-13T03:44:00Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335941:occurrence-detection,2015-12-13T03:44:37Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335943:occurrence-detection,2015-12-13T03:45:14Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335945:occurrence-detection,2015-12-13T03:45:51Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335947:occurrence-detection,2015-12-13T03:46:27Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335948:occurrence-detection,2015-12-13T03:47:37Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335949:occurrence-detection,2015-12-13T03:48:07Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335951:occurrence-detection,2015-12-13T03:48:32Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335954:occurrence-detection,2015-12-13T03:49:00Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335955:occurrence-detection,2015-12-13T03:50:05Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335956:occurrence-detection,2015-12-13T03:50:29Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335957:occurrence-detection,2015-12-13T03:50:57Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335958:occurrence-detection,2015-12-13T03:51:32Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335960:occurrence-detection,2015-12-13T03:52:04Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335961:occurrence-detection,2015-12-13T03:53:01Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335963:occurrence-detection,2015-12-13T03:53:25Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335964:occurrence-detection,2015-12-13T03:53:53Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335967:occurrence-detection,2015-12-13T03:55:17Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335968:occurrence-detection,2015-12-13T03:55:39Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335970:occurrence-detection,2015-12-13T03:56:25Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335972:occurrence-detection,2015-12-13T03:56:50Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335974:occurrence-detection,2015-12-13T03:57:19Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335977:occurrence-detection,2015-12-13T03:58:31Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335978:occurrence-detection,2015-12-13T03:59:06Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335979:occurrence-detection,2015-12-13T04:00:02Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335980:occurrence-detection,2015-12-13T04:00:53Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335981:occurrence-detection,2015-12-13T04:01:37Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335983:occurrence-detection,2015-12-13T04:01:59Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335984:occurrence-detection,2015-12-13T04:02:22Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335985:occurrence-detection,2015-12-13T04:02:46Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335986:occurrence-detection,2015-12-13T04:03:15Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335987:occurrence-detection,2015-12-13T04:03:50Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335989:occurrence-detection,2015-12-13T04:04:22Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335991:occurrence-detection,2015-12-13T04:04:50Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335995:occurrence-detection,2015-12-13T04:05:56Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335996:occurrence-detection,2015-12-13T04:06:22Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335997:occurrence-detection,2015-12-13T04:07:14Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51335999:occurrence-detection,2015-12-13T04:07:38Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336001:occurrence-detection,2015-12-13T04:08:05Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336002:occurrence-detection,2015-12-13T04:08:35Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336003:occurrence-detection,2015-12-13T04:08:59Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336004:occurrence-detection,2015-12-13T04:09:27Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336005:occurrence-detection,2015-12-13T04:10:00Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336006:occurrence-detection,2015-12-13T04:10:28Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336008:occurrence-detection,2015-12-13T04:11:05Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336009:occurrence-detection,2015-12-13T04:11:40Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336010:occurrence-detection,2015-12-13T04:12:14Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336013:occurrence-detection,2015-12-13T04:12:43Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336014:occurrence-detection,2015-12-13T04:13:05Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336016:occurrence-detection,2015-12-13T04:13:52Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336017:occurrence-detection,2015-12-13T04:14:18Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336019:occurrence-detection,2015-12-13T04:14:50Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336020:occurrence-detection,2015-12-13T04:15:17Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336021:occurrence-detection,2015-12-13T04:15:48Z,Anguilla anguilla,Animalia
etn:albert:3020:event-receiver-deployment,etn:2013_albertkanaal:728:51336023:occurrence-detection,2015-12-13T04:16:46Z,Anguilla anguilla,Animalia
