eventid,occurrenceid,scientificname,kingdom,vernacularname,sex,taxonrank
etn:2013_albertkanaal:350:event-capture,etn:2013_albertkanaal:350:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2267:event-capture,etn:2013_albertkanaal:2267:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:356:event-capture,etn:2013_albertkanaal:356:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2786:event-capture,etn:2013_albertkanaal:2786:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2280:event-capture,etn:2013_albertkanaal:2280:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2788:event-capture,etn:2013_albertkanaal:2788:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:715:event-capture,etn:2013_albertkanaal:715:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2787:event-capture,etn:2013_albertkanaal:2787:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:726:event-capture,etn:2013_albertkanaal:726:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2284:event-capture,etn:2013_albertkanaal:2284:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:725:event-capture,etn:2013_albertkanaal:725:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:724:event-capture,etn:2013_albertkanaal:724:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2283:event-capture,etn:2013_albertkanaal:2283:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2276:event-capture,etn:2013_albertkanaal:2276:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2288:event-capture,etn:2013_albertkanaal:2288:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2285:event-capture,etn:2013_albertkanaal:2285:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2277:event-capture,etn:2013_albertkanaal:2277:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2287:event-capture,etn:2013_albertkanaal:2287:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2784:event-capture,etn:2013_albertkanaal:2784:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2286:event-capture,etn:2013_albertkanaal:2286:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2289:event-capture,etn:2013_albertkanaal:2289:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2281:event-capture,etn:2013_albertkanaal:2281:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2783:event-capture,etn:2013_albertkanaal:2783:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2782:event-capture,etn:2013_albertkanaal:2782:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2781:event-capture,etn:2013_albertkanaal:2781:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2279:event-capture,etn:2013_albertkanaal:2279:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:349:event-capture,etn:2013_albertkanaal:349:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:354:event-capture,etn:2013_albertkanaal:354:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:353:event-capture,etn:2013_albertkanaal:353:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2302:event-capture,etn:2013_albertkanaal:2302:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2325:event-capture,etn:2013_albertkanaal:2325:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2312:event-capture,etn:2013_albertkanaal:2312:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2294:event-capture,etn:2013_albertkanaal:2294:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2779:event-capture,etn:2013_albertkanaal:2779:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:374:event-capture,etn:2013_albertkanaal:374:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:375:event-capture,etn:2013_albertkanaal:375:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:355:event-capture,etn:2013_albertkanaal:355:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:518:event-capture,etn:2013_albertkanaal:518:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:532:event-capture,etn:2013_albertkanaal:532:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:533:event-capture,etn:2013_albertkanaal:533:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:534:event-capture,etn:2013_albertkanaal:534:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:535:event-capture,etn:2013_albertkanaal:535:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:299:event-capture,etn:2013_albertkanaal:299:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2195:event-capture,etn:2013_albertkanaal:2195:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2181:event-capture,etn:2013_albertkanaal:2181:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2179:event-capture,etn:2013_albertkanaal:2179:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2356:event-capture,etn:2013_albertkanaal:2356:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2187:event-capture,etn:2013_albertkanaal:2187:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2188:event-capture,etn:2013_albertkanaal:2188:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2183:event-capture,etn:2013_albertkanaal:2183:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2203:event-capture,etn:2013_albertkanaal:2203:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2214:event-capture,etn:2013_albertkanaal:2214:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:327:event-capture,etn:2013_albertkanaal:327:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:359:event-capture,etn:2013_albertkanaal:359:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2275:event-capture,etn:2013_albertkanaal:2275:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:712:event-capture,etn:2013_albertkanaal:712:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:711:event-capture,etn:2013_albertkanaal:711:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:710:event-capture,etn:2013_albertkanaal:710:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:337:event-capture,etn:2013_albertkanaal:337:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:336:event-capture,etn:2013_albertkanaal:336:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:335:event-capture,etn:2013_albertkanaal:335:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:333:event-capture,etn:2013_albertkanaal:333:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:332:event-capture,etn:2013_albertkanaal:332:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:352:event-capture,etn:2013_albertkanaal:352:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:351:event-capture,etn:2013_albertkanaal:351:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:517:event-capture,etn:2013_albertkanaal:517:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:538:event-capture,etn:2013_albertkanaal:538:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:539:event-capture,etn:2013_albertkanaal:539:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:540:event-capture,etn:2013_albertkanaal:540:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:541:event-capture,etn:2013_albertkanaal:541:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:543:event-capture,etn:2013_albertkanaal:543:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:544:event-capture,etn:2013_albertkanaal:544:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:545:event-capture,etn:2013_albertkanaal:545:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:546:event-capture,etn:2013_albertkanaal:546:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:706:event-capture,etn:2013_albertkanaal:706:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:550:event-capture,etn:2013_albertkanaal:550:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:364:event-capture,etn:2013_albertkanaal:364:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:551:event-capture,etn:2013_albertkanaal:551:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:552:event-capture,etn:2013_albertkanaal:552:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:289:event-capture,etn:2013_albertkanaal:289:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:297:event-capture,etn:2013_albertkanaal:297:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:298:event-capture,etn:2013_albertkanaal:298:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:295:event-capture,etn:2013_albertkanaal:295:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:296:event-capture,etn:2013_albertkanaal:296:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2278:event-capture,etn:2013_albertkanaal:2278:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2216:event-capture,etn:2013_albertkanaal:2216:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2204:event-capture,etn:2013_albertkanaal:2204:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2180:event-capture,etn:2013_albertkanaal:2180:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2184:event-capture,etn:2013_albertkanaal:2184:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2193:event-capture,etn:2013_albertkanaal:2193:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2331:event-capture,etn:2013_albertkanaal:2331:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2334:event-capture,etn:2013_albertkanaal:2334:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2335:event-capture,etn:2013_albertkanaal:2335:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2336:event-capture,etn:2013_albertkanaal:2336:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2337:event-capture,etn:2013_albertkanaal:2337:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2339:event-capture,etn:2013_albertkanaal:2339:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2349:event-capture,etn:2013_albertkanaal:2349:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2341:event-capture,etn:2013_albertkanaal:2341:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2344:event-capture,etn:2013_albertkanaal:2344:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2350:event-capture,etn:2013_albertkanaal:2350:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2354:event-capture,etn:2013_albertkanaal:2354:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2343:event-capture,etn:2013_albertkanaal:2343:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2178:event-capture,etn:2013_albertkanaal:2178:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2338:event-capture,etn:2013_albertkanaal:2338:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2333:event-capture,etn:2013_albertkanaal:2333:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2355:event-capture,etn:2013_albertkanaal:2355:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2346:event-capture,etn:2013_albertkanaal:2346:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2345:event-capture,etn:2013_albertkanaal:2345:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2340:event-capture,etn:2013_albertkanaal:2340:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2342:event-capture,etn:2013_albertkanaal:2342:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2330:event-capture,etn:2013_albertkanaal:2330:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2332:event-capture,etn:2013_albertkanaal:2332:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2347:event-capture,etn:2013_albertkanaal:2347:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:520:event-capture,etn:2013_albertkanaal:520:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:521:event-capture,etn:2013_albertkanaal:521:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:522:event-capture,etn:2013_albertkanaal:522:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:523:event-capture,etn:2013_albertkanaal:523:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:524:event-capture,etn:2013_albertkanaal:524:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:525:event-capture,etn:2013_albertkanaal:525:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:526:event-capture,etn:2013_albertkanaal:526:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:527:event-capture,etn:2013_albertkanaal:527:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:528:event-capture,etn:2013_albertkanaal:528:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:529:event-capture,etn:2013_albertkanaal:529:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:530:event-capture,etn:2013_albertkanaal:530:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:531:event-capture,etn:2013_albertkanaal:531:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:536:event-capture,etn:2013_albertkanaal:536:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:537:event-capture,etn:2013_albertkanaal:537:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
