eventID,occurrenceID,measurementType,measurementUnit,measurementValue
,2013_albertkanaal:311:occurrence-capture,weight,g,403
,2013_albertkanaal:312:occurrence-capture,weight,g,1397
,2013_albertkanaal:313:occurrence-capture,weight,g,438
,2013_albertkanaal:314:occurrence-capture,weight,g,941
,2013_albertkanaal:315:occurrence-capture,weight,g,1436
,2013_albertkanaal:316:occurrence-capture,weight,g,1102
,2013_albertkanaal:307:occurrence-capture,weight,g,429
,2013_albertkanaal:319:occurrence-capture,weight,g,929
,2013_albertkanaal:324:occurrence-capture,weight,g,1024
,2013_albertkanaal:325:occurrence-capture,weight,g,1042
,2013_albertkanaal:326:occurrence-capture,weight,g,1282
,2013_albertkanaal:327:occurrence-capture,weight,g,932
,2013_albertkanaal:328:occurrence-capture,weight,g,973
,2013_albertkanaal:329:occurrence-capture,weight,g,1505
,2013_albertkanaal:330:occurrence-capture,weight,g,1489
,2013_albertkanaal:331:occurrence-capture,weight,g,1487
,2013_albertkanaal:337:occurrence-capture,weight,g,920
,2013_albertkanaal:338:occurrence-capture,weight,g,987
,2013_albertkanaal:339:occurrence-capture,weight,g,1023
,2013_albertkanaal:340:occurrence-capture,weight,g,1230
,2013_albertkanaal:341:occurrence-capture,weight,g,838
,2013_albertkanaal:345:occurrence-capture,weight,g,924
,2013_albertkanaal:346:occurrence-capture,weight,g,838
,2013_albertkanaal:347:occurrence-capture,weight,g,737
,2013_albertkanaal:348:occurrence-capture,weight,g,870
,2013_albertkanaal:356:occurrence-capture,weight,g,1088
,2013_albertkanaal:357:occurrence-capture,weight,g,1327
,2013_albertkanaal:358:occurrence-capture,weight,g,522
,2015_phd_verhelst:621:occurrence-capture,weight,g,718
,2015_phd_verhelst:622:occurrence-capture,weight,g,1052
,2015_phd_verhelst:623:occurrence-capture,weight,g,1029
,2015_phd_verhelst:624:occurrence-capture,weight,g,785
,2013_albertkanaal:2290:occurrence-capture,life stage,,FV
,2013_albertkanaal:2291:occurrence-capture,life stage,,FV
,2013_albertkanaal:2292:occurrence-capture,life stage,,FV
,2013_albertkanaal:2293:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2294:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2295:occurrence-capture,life stage,,FV
,2013_albertkanaal:2296:occurrence-capture,life stage,,FV
,2013_albertkanaal:2297:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2298:occurrence-capture,life stage,,FV
,2013_albertkanaal:2299:occurrence-capture,life stage,,FV
,2013_albertkanaal:2300:occurrence-capture,life stage,,FV
,2013_albertkanaal:2779:occurrence-capture,life stage,,FV
,2013_albertkanaal:2780:occurrence-capture,life stage,,FV
,2013_albertkanaal:2781:occurrence-capture,life stage,,FV
,2013_albertkanaal:2782:occurrence-capture,life stage,,FV
,2013_albertkanaal:2783:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2784:occurrence-capture,life stage,,FV
,2013_albertkanaal:2785:occurrence-capture,life stage,,FV
,2013_albertkanaal:2786:occurrence-capture,life stage,,FV
,2013_albertkanaal:2787:occurrence-capture,life stage,,FV
,2013_albertkanaal:2788:occurrence-capture,life stage,,FV
,2013_albertkanaal:720:occurrence-capture,life stage,,FV
,2013_albertkanaal:704:occurrence-capture,life stage,,FV
,2013_albertkanaal:373:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:438:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:439:occurrence-capture,life stage,,FIV
,2012_leopoldkanaal:440:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:441:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:442:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:443:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:444:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:445:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:446:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:447:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:448:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:449:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:450:occurrence-capture,life stage,,FIV
,2012_leopoldkanaal:451:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:452:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:453:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:454:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:455:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:456:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:457:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:458:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:459:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:460:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:461:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:462:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:463:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:464:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:465:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:466:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:467:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:468:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:469:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:470:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:471:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:472:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:473:occurrence-capture,life stage,,FIV
,2012_leopoldkanaal:474:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:475:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:476:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:477:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:478:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:479:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:480:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:481:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:482:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:484:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:485:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:486:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:487:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:229:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:230:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:231:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:232:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:387:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:388:occurrence-capture,life stage,,FII
,2013_albertkanaal:389:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:390:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:391:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:392:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:393:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:394:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:395:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:396:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:397:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:398:occurrence-capture,life stage,,FIV
,2012_leopoldkanaal:399:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:400:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:401:occurrence-capture,life stage,,FIV
,2012_leopoldkanaal:402:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:403:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:404:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:405:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:406:occurrence-capture,life stage,,FII
,2012_leopoldkanaal:407:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:408:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:409:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:410:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:411:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:412:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:413:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:414:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:415:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:416:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:417:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:418:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:419:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:420:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:421:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:422:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:423:occurrence-capture,life stage,,FIV
,2012_leopoldkanaal:424:occurrence-capture,life stage,,FIV
,2012_leopoldkanaal:425:occurrence-capture,life stage,,FIII
,2012_leopoldkanaal:426:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:427:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:428:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:429:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:430:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:431:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:432:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:433:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:434:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:435:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:436:occurrence-capture,life stage,,FV
,2012_leopoldkanaal:437:occurrence-capture,life stage,,FIII
,2013_albertkanaal:374:occurrence-capture,life stage,,FV
,2013_albertkanaal:376:occurrence-capture,life stage,,FV
,2013_albertkanaal:375:occurrence-capture,life stage,,FV
,2013_albertkanaal:377:occurrence-capture,life stage,,FV
,2015_dijle:499:occurrence-capture,life stage,,FIII
,2013_albertkanaal:705:occurrence-capture,life stage,,FIII
,2013_albertkanaal:706:occurrence-capture,life stage,,FV
,2013_albertkanaal:707:occurrence-capture,life stage,,FV
,2013_albertkanaal:708:occurrence-capture,life stage,,FV
,2013_albertkanaal:709:occurrence-capture,life stage,,FV
,2013_albertkanaal:710:occurrence-capture,life stage,,FV
,2013_albertkanaal:711:occurrence-capture,life stage,,FV
,2013_albertkanaal:712:occurrence-capture,life stage,,FIII
,2013_albertkanaal:713:occurrence-capture,life stage,,FV
,2013_albertkanaal:714:occurrence-capture,life stage,,FV
,2013_albertkanaal:715:occurrence-capture,life stage,,FV
,2013_albertkanaal:716:occurrence-capture,life stage,,FV
,2013_albertkanaal:717:occurrence-capture,life stage,,FV
,2013_albertkanaal:718:occurrence-capture,life stage,,FIII
,2013_albertkanaal:719:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2312:occurrence-capture,life stage,,FV
,2013_albertkanaal:2313:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2314:occurrence-capture,life stage,,FV
,2013_albertkanaal:721:occurrence-capture,life stage,,FIII
,2013_albertkanaal:723:occurrence-capture,life stage,,FV
,2013_albertkanaal:722:occurrence-capture,life stage,,FV
,2013_albertkanaal:724:occurrence-capture,life stage,,FV
,2013_albertkanaal:725:occurrence-capture,life stage,,FV
,2013_albertkanaal:726:occurrence-capture,life stage,,FV
,2013_albertkanaal:727:occurrence-capture,life stage,,FV
,2013_albertkanaal:728:occurrence-capture,life stage,,FV
,2013_albertkanaal:729:occurrence-capture,life stage,,FV
,2013_albertkanaal:2315:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2316:occurrence-capture,life stage,,FV
,2013_albertkanaal:2317:occurrence-capture,life stage,,FV
,2013_albertkanaal:2318:occurrence-capture,life stage,,FV
,2013_albertkanaal:2319:occurrence-capture,life stage,,FV
,2013_albertkanaal:2320:occurrence-capture,life stage,,FV
,2013_albertkanaal:2321:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2322:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2323:occurrence-capture,life stage,,FV
,2013_albertkanaal:2324:occurrence-capture,life stage,,FV
,2013_albertkanaal:2325:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2401:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2411:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2413:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2414:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2415:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2412:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2416:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2417:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2419:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2418:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2424:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2423:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2422:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2421:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2420:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2425:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2426:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2427:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2428:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2429:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2430:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2431:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2432:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2777:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2433:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2407:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2410:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2778:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2408:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2409:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2403:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2404:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2405:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2406:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2402:occurrence-capture,life stage,,FIV
,2013_albertkanaal:317:occurrence-capture,life stage,,FV
,2013_albertkanaal:318:occurrence-capture,life stage,,FV
,2013_albertkanaal:320:occurrence-capture,life stage,,FV
,2013_albertkanaal:321:occurrence-capture,life stage,,FV
,2013_albertkanaal:322:occurrence-capture,life stage,,FV
,2013_albertkanaal:323:occurrence-capture,life stage,,FIII
,2013_albertkanaal:332:occurrence-capture,life stage,,FV
,2013_albertkanaal:333:occurrence-capture,life stage,,FIII
,2013_albertkanaal:334:occurrence-capture,life stage,,FV
,2013_albertkanaal:335:occurrence-capture,life stage,,FV
,2013_albertkanaal:336:occurrence-capture,life stage,,FV
,2013_albertkanaal:2276:occurrence-capture,life stage,,FV
,2013_albertkanaal:2277:occurrence-capture,life stage,,FV
,2013_albertkanaal:2278:occurrence-capture,life stage,,FV
,2013_albertkanaal:2279:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2280:occurrence-capture,life stage,,FV
,2013_albertkanaal:2281:occurrence-capture,life stage,,FV
,2013_albertkanaal:2282:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2266:occurrence-capture,life stage,,FIV
,2013_albertkanaal:2267:occurrence-capture,life stage,,FV
,2013_albertkanaal:2268:occurrence-capture,life stage,,FV
,2013_albertkanaal:2269:occurrence-capture,life stage,,FV
,2013_albertkanaal:2270:occurrence-capture,life stage,,FV
,2013_albertkanaal:2271:occurrence-capture,life stage,,FV
,2013_albertkanaal:2272:occurrence-capture,life stage,,FV
,2013_albertkanaal:2273:occurrence-capture,life stage,,FV
,2013_albertkanaal:2274:occurrence-capture,life stage,,FV
,2013_albertkanaal:2275:occurrence-capture,life stage,,FV
,2013_albertkanaal:2283:occurrence-capture,life stage,,FV
,2013_albertkanaal:2284:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2285:occurrence-capture,life stage,,FV
,2013_albertkanaal:342:occurrence-capture,life stage,,FV
,2013_albertkanaal:343:occurrence-capture,life stage,,FV
,2013_albertkanaal:344:occurrence-capture,life stage,,FV
,2013_albertkanaal:349:occurrence-capture,life stage,,FV
,2013_albertkanaal:350:occurrence-capture,life stage,,FV
,2013_albertkanaal:351:occurrence-capture,life stage,,FV
,2013_albertkanaal:352:occurrence-capture,life stage,,FV
,2013_albertkanaal:353:occurrence-capture,life stage,,FV
,2013_albertkanaal:354:occurrence-capture,life stage,,FV
,2013_albertkanaal:355:occurrence-capture,life stage,,FV
,2013_albertkanaal:359:occurrence-capture,life stage,,FV
,2013_albertkanaal:360:occurrence-capture,life stage,,FV
,2013_albertkanaal:2286:occurrence-capture,life stage,,FV
,2013_albertkanaal:2287:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2288:occurrence-capture,life stage,,FIII
,2013_albertkanaal:2289:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:638:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:639:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:640:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:642:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:643:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:644:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2160:occurrence-capture,life stage,,FII
,2015_phd_verhelst:646:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:647:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:648:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:613:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:614:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:615:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:616:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:617:occurrence-capture,life stage,,FV
,2015_phd_verhelst:618:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2226:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2222:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2223:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2224:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2221:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2225:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2227:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2228:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2229:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2230:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2231:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2232:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2234:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2233:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2235:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2236:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2244:occurrence-capture,life stage,,FIV
,2015_phd_verhelst:2245:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2246:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2247:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2248:occurrence-capture,life stage,,FV
,2015_phd_verhelst:2249:occurrence-capture,life stage,,FIII
,2015_phd_verhelst:2250:occurrence-capture,life stage,,FV
