eventID,occurrenceID,measurementType,measurementUnit,measurementValue
,2012_leopoldkanaal:468:occurrence-capture,weight,g,221
,2012_leopoldkanaal:469:occurrence-capture,weight,g,285
,2012_leopoldkanaal:470:occurrence-capture,weight,g,310
,2012_leopoldkanaal:471:occurrence-capture,weight,g,360.8
,2012_leopoldkanaal:472:occurrence-capture,weight,g,674.6
,2012_leopoldkanaal:473:occurrence-capture,weight,g,980
,2012_leopoldkanaal:474:occurrence-capture,weight,g,344
,2012_leopoldkanaal:475:occurrence-capture,weight,g,504
,2012_leopoldkanaal:476:occurrence-capture,weight,g,299
,2012_leopoldkanaal:477:occurrence-capture,weight,g,352
,2012_leopoldkanaal:478:occurrence-capture,weight,g,893
,2012_leopoldkanaal:479:occurrence-capture,weight,g,286
,2012_leopoldkanaal:480:occurrence-capture,weight,g,381
,2012_leopoldkanaal:481:occurrence-capture,weight,g,419
,2012_leopoldkanaal:482:occurrence-capture,weight,g,710
,2012_leopoldkanaal:483:occurrence-capture,weight,g,657.4
,2012_leopoldkanaal:484:occurrence-capture,weight,g,320.4
,2012_leopoldkanaal:485:occurrence-capture,weight,g,631
,2012_leopoldkanaal:486:occurrence-capture,weight,g,414
,2012_leopoldkanaal:487:occurrence-capture,weight,g,528
,2011_rivierprik:226:occurrence-capture,weight,g,96.4
,2011_rivierprik:227:occurrence-capture,weight,g,121.3
,2011_rivierprik:228:occurrence-capture,weight,g,90.8
,2012_leopoldkanaal:229:occurrence-capture,weight,g,405
,2012_leopoldkanaal:230:occurrence-capture,weight,g,445
,2012_leopoldkanaal:231:occurrence-capture,weight,g,590
,2012_leopoldkanaal:232:occurrence-capture,weight,g,620
,2011_rivierprik:233:occurrence-capture,weight,g,96
,2011_rivierprik:234:occurrence-capture,weight,g,113.2
,2012_leopoldkanaal:387:occurrence-capture,weight,g,493
,2012_leopoldkanaal:388:occurrence-capture,weight,g,310
,2013_albertkanaal:389:occurrence-capture,weight,g,1242
,2012_leopoldkanaal:390:occurrence-capture,weight,g,571
,2012_leopoldkanaal:391:occurrence-capture,weight,g,360
,2012_leopoldkanaal:392:occurrence-capture,weight,g,418.5
,2012_leopoldkanaal:393:occurrence-capture,weight,g,654
,2012_leopoldkanaal:394:occurrence-capture,weight,g,956.8
,2012_leopoldkanaal:395:occurrence-capture,weight,g,701
,2012_leopoldkanaal:396:occurrence-capture,weight,g,343.2
,2012_leopoldkanaal:397:occurrence-capture,weight,g,307
,2012_leopoldkanaal:398:occurrence-capture,weight,g,1126
,2012_leopoldkanaal:399:occurrence-capture,weight,g,469
,2012_leopoldkanaal:400:occurrence-capture,weight,g,555
,2012_leopoldkanaal:401:occurrence-capture,weight,g,781
,2012_leopoldkanaal:402:occurrence-capture,weight,g,419
,2013_albertkanaal:285:occurrence-capture,weight,g,145
,2012_leopoldkanaal:403:occurrence-capture,weight,g,761.3
,2012_leopoldkanaal:404:occurrence-capture,weight,g,672
,2012_leopoldkanaal:405:occurrence-capture,weight,g,460
,2012_leopoldkanaal:406:occurrence-capture,weight,g,568
,2012_leopoldkanaal:407:occurrence-capture,weight,g,456.2
,2012_leopoldkanaal:408:occurrence-capture,weight,g,564
,2012_leopoldkanaal:409:occurrence-capture,weight,g,583
,2012_leopoldkanaal:410:occurrence-capture,weight,g,817.3
,2012_leopoldkanaal:411:occurrence-capture,weight,g,640
,2012_leopoldkanaal:412:occurrence-capture,weight,g,491.6
,2012_leopoldkanaal:413:occurrence-capture,weight,g,674.8
,2012_leopoldkanaal:414:occurrence-capture,weight,g,856
,2012_leopoldkanaal:415:occurrence-capture,weight,g,930.7
,2012_leopoldkanaal:416:occurrence-capture,weight,g,582.5
,2012_leopoldkanaal:417:occurrence-capture,weight,g,898.3
,2012_leopoldkanaal:418:occurrence-capture,weight,g,614.2
,2012_leopoldkanaal:419:occurrence-capture,weight,g,493
,2012_leopoldkanaal:420:occurrence-capture,weight,g,432
,2012_leopoldkanaal:421:occurrence-capture,weight,g,428.5
,2012_leopoldkanaal:422:occurrence-capture,weight,g,510
,2012_leopoldkanaal:423:occurrence-capture,weight,g,1170
,2012_leopoldkanaal:424:occurrence-capture,weight,g,1615
,2012_leopoldkanaal:425:occurrence-capture,weight,g,536
,2012_leopoldkanaal:426:occurrence-capture,weight,g,493
,2012_leopoldkanaal:427:occurrence-capture,weight,g,900
,2012_leopoldkanaal:428:occurrence-capture,weight,g,663.4
,2012_leopoldkanaal:429:occurrence-capture,weight,g,746
,2012_leopoldkanaal:430:occurrence-capture,weight,g,497
,2012_leopoldkanaal:431:occurrence-capture,weight,g,798.1
,2012_leopoldkanaal:432:occurrence-capture,weight,g,786
,2012_leopoldkanaal:433:occurrence-capture,weight,g,736.1
,2012_leopoldkanaal:434:occurrence-capture,weight,g,511.4
,2012_leopoldkanaal:435:occurrence-capture,weight,g,1011.3
,2012_leopoldkanaal:436:occurrence-capture,weight,g,640.3
,2012_leopoldkanaal:437:occurrence-capture,weight,g,945.1
,2013_albertkanaal:374:occurrence-capture,weight,g,1037
,2013_albertkanaal:376:occurrence-capture,weight,g,1215
,2013_albertkanaal:375:occurrence-capture,weight,g,835
,2013_albertkanaal:377:occurrence-capture,weight,g,1229
,2014_demer:382:occurrence-capture,weight,g,1128
,2014_demer:383:occurrence-capture,weight,g,1318
,2014_demer:384:occurrence-capture,weight,g,611
,2014_demer:385:occurrence-capture,weight,g,8750
,2014_demer:386:occurrence-capture,weight,g,905
,2013_albertkanaal:284:occurrence-capture,weight,g,155
,2013_albertkanaal:286:occurrence-capture,weight,g,213
,2013_albertkanaal:287:occurrence-capture,weight,g,139
,2013_albertkanaal:288:occurrence-capture,weight,g,148
,2013_albertkanaal:289:occurrence-capture,weight,g,71
,2013_albertkanaal:290:occurrence-capture,weight,g,165
,2013_albertkanaal:291:occurrence-capture,weight,g,140
,2013_albertkanaal:292:occurrence-capture,weight,g,153
,2013_albertkanaal:293:occurrence-capture,weight,g,180
,2013_albertkanaal:294:occurrence-capture,weight,g,286
,2013_albertkanaal:295:occurrence-capture,weight,g,64
,2013_albertkanaal:296:occurrence-capture,weight,g,88
,2013_albertkanaal:297:occurrence-capture,weight,g,63
,2013_albertkanaal:298:occurrence-capture,weight,g,83
,2013_albertkanaal:299:occurrence-capture,weight,g,65
,2013_albertkanaal:300:occurrence-capture,weight,g,171
,2013_albertkanaal:301:occurrence-capture,weight,g,169
,2013_albertkanaal:302:occurrence-capture,weight,g,115
,2013_albertkanaal:303:occurrence-capture,weight,g,138
,2014_demer:304:occurrence-capture,weight,g,92.3
,2014_demer:305:occurrence-capture,weight,g,233
,2014_demer:306:occurrence-capture,weight,g,706
,2013_albertkanaal:2174:occurrence-capture,weight,g,44
,2013_albertkanaal:2175:occurrence-capture,weight,g,40.4
,2013_albertkanaal:2176:occurrence-capture,weight,g,55.1
,2013_albertkanaal:2177:occurrence-capture,weight,g,43.4
,2013_albertkanaal:2178:occurrence-capture,weight,g,44.1
,2013_albertkanaal:2179:occurrence-capture,weight,g,50.4
,2013_albertkanaal:2180:occurrence-capture,weight,g,49.5
,2013_albertkanaal:2181:occurrence-capture,weight,g,47.2
,2013_albertkanaal:2182:occurrence-capture,weight,g,48.8
,2013_albertkanaal:2183:occurrence-capture,weight,g,53.4
,2013_albertkanaal:2184:occurrence-capture,weight,g,42.8
,2013_albertkanaal:2185:occurrence-capture,weight,g,43.1
,2013_albertkanaal:2186:occurrence-capture,weight,g,42.8
,2013_albertkanaal:2187:occurrence-capture,weight,g,47.2
,2013_albertkanaal:2188:occurrence-capture,weight,g,49.2
,2013_albertkanaal:2189:occurrence-capture,weight,g,46
,2013_albertkanaal:2190:occurrence-capture,weight,g,45.3
,2013_albertkanaal:2191:occurrence-capture,weight,g,45.9
,2013_albertkanaal:2192:occurrence-capture,weight,g,52
,2013_albertkanaal:2193:occurrence-capture,weight,g,41.2
,2013_albertkanaal:2194:occurrence-capture,weight,g,49.4
,2013_albertkanaal:2195:occurrence-capture,weight,g,46.7
,2013_albertkanaal:2196:occurrence-capture,weight,g,47.9
,2013_albertkanaal:2197:occurrence-capture,weight,g,43.9
,2013_albertkanaal:2198:occurrence-capture,weight,g,50.6
,2015_dijle:492:occurrence-capture,weight,g,282
,2015_dijle:493:occurrence-capture,weight,g,272.8
,2015_dijle:494:occurrence-capture,weight,g,376
,2015_dijle:495:occurrence-capture,weight,g,301
,2015_dijle:496:occurrence-capture,weight,g,526
,2015_dijle:497:occurrence-capture,weight,g,150
,2015_dijle:498:occurrence-capture,weight,g,496
,2015_dijle:499:occurrence-capture,weight,g,812
,2015_dijle:500:occurrence-capture,weight,g,156
,2015_dijle:501:occurrence-capture,weight,g,7500
,2015_dijle:502:occurrence-capture,weight,g,1619
,2015_dijle:503:occurrence-capture,weight,g,283
,2015_dijle:504:occurrence-capture,weight,g,407
,2015_dijle:505:occurrence-capture,weight,g,103
,2015_dijle:506:occurrence-capture,weight,g,340.9
,2015_dijle:507:occurrence-capture,weight,g,180.8
,2015_dijle:508:occurrence-capture,weight,g,107.7
,2015_dijle:509:occurrence-capture,weight,g,446.2
,2015_dijle:510:occurrence-capture,weight,g,359
,2015_dijle:511:occurrence-capture,weight,g,5300
,2015_dijle:512:occurrence-capture,weight,g,2526
,2015_dijle:513:occurrence-capture,weight,g,3000
,2015_dijle:514:occurrence-capture,weight,g,752
,2013_albertkanaal:519:occurrence-capture,weight,g,366.1
,2013_albertkanaal:520:occurrence-capture,weight,g,356
,2013_albertkanaal:521:occurrence-capture,weight,g,270
,2013_albertkanaal:522:occurrence-capture,weight,g,219.8
,2013_albertkanaal:523:occurrence-capture,weight,g,401.1
,2013_albertkanaal:524:occurrence-capture,weight,g,254
,2013_albertkanaal:525:occurrence-capture,weight,g,329.8
,2013_albertkanaal:526:occurrence-capture,weight,g,339.2
,2013_albertkanaal:527:occurrence-capture,weight,g,384
,2013_albertkanaal:528:occurrence-capture,weight,g,392.7
,2013_albertkanaal:529:occurrence-capture,weight,g,375
,2013_albertkanaal:530:occurrence-capture,weight,g,204
,2013_albertkanaal:531:occurrence-capture,weight,g,409.1
,2013_albertkanaal:532:occurrence-capture,weight,g,263.4
,2013_albertkanaal:533:occurrence-capture,weight,g,374.2
,2013_albertkanaal:534:occurrence-capture,weight,g,319.6
,2013_albertkanaal:535:occurrence-capture,weight,g,333.3
,2013_albertkanaal:536:occurrence-capture,weight,g,343.8
,2013_albertkanaal:537:occurrence-capture,weight,g,373
,2013_albertkanaal:538:occurrence-capture,weight,g,220
,2013_albertkanaal:539:occurrence-capture,weight,g,175.5
,2013_albertkanaal:540:occurrence-capture,weight,g,321
,2013_albertkanaal:541:occurrence-capture,weight,g,282.3
,2013_albertkanaal:542:occurrence-capture,weight,g,387.3
,2013_albertkanaal:543:occurrence-capture,weight,g,380.5
,2013_albertkanaal:544:occurrence-capture,weight,g,208.1
,2013_albertkanaal:545:occurrence-capture,weight,g,220.1
,2013_albertkanaal:546:occurrence-capture,weight,g,351.4
,2013_albertkanaal:547:occurrence-capture,weight,g,411.1
,2013_albertkanaal:548:occurrence-capture,weight,g,230.3
,2013_albertkanaal:549:occurrence-capture,weight,g,323.8
,2013_albertkanaal:550:occurrence-capture,weight,g,280.6
,2013_albertkanaal:551:occurrence-capture,weight,g,306.1
,2013_albertkanaal:552:occurrence-capture,weight,g,228.9
,2013_albertkanaal:553:occurrence-capture,weight,g,421.2
,2013_albertkanaal:554:occurrence-capture,weight,g,360.1
,2013_albertkanaal:555:occurrence-capture,weight,g,400
,2013_albertkanaal:556:occurrence-capture,weight,g,412.5
,2013_albertkanaal:2199:occurrence-capture,weight,g,56.9
,2013_albertkanaal:2200:occurrence-capture,weight,g,56.6
,2013_albertkanaal:2201:occurrence-capture,weight,g,44.1
,2013_albertkanaal:2202:occurrence-capture,weight,g,46.7
,2013_albertkanaal:2203:occurrence-capture,weight,g,50.2
,2013_albertkanaal:2204:occurrence-capture,weight,g,43.1
,2013_albertkanaal:2206:occurrence-capture,weight,g,50.2
,2013_albertkanaal:2207:occurrence-capture,weight,g,57.2
,2013_albertkanaal:2208:occurrence-capture,weight,g,46.3
,2013_albertkanaal:2209:occurrence-capture,weight,g,42
,2013_albertkanaal:2210:occurrence-capture,weight,g,42.7
,2013_albertkanaal:2211:occurrence-capture,weight,g,39.5
,2013_albertkanaal:2212:occurrence-capture,weight,g,59
,2013_albertkanaal:2213:occurrence-capture,weight,g,45
,2013_albertkanaal:2214:occurrence-capture,weight,g,41.1
,2013_albertkanaal:2216:occurrence-capture,weight,g,49.2
,2013_albertkanaal:2215:occurrence-capture,weight,g,44.5
,2013_albertkanaal:2217:occurrence-capture,weight,g,48.1
,2013_albertkanaal:705:occurrence-capture,weight,g,1113.4
,2013_albertkanaal:706:occurrence-capture,weight,g,1452.8
,2013_albertkanaal:707:occurrence-capture,weight,g,1300.7
,2013_albertkanaal:708:occurrence-capture,weight,g,1434.5
,2013_albertkanaal:709:occurrence-capture,weight,g,1257.2
,2013_albertkanaal:710:occurrence-capture,weight,g,1454.2
,2013_albertkanaal:711:occurrence-capture,weight,g,1251.6
,2013_albertkanaal:712:occurrence-capture,weight,g,1982.6
,2013_albertkanaal:713:occurrence-capture,weight,g,758
,2013_albertkanaal:714:occurrence-capture,weight,g,1648.8
,2013_albertkanaal:715:occurrence-capture,weight,g,957.5
,2013_albertkanaal:716:occurrence-capture,weight,g,1368.4
,2013_albertkanaal:717:occurrence-capture,weight,g,684.9
,2013_albertkanaal:718:occurrence-capture,weight,g,1059.6
,2013_albertkanaal:719:occurrence-capture,weight,g,1096.9
,2013_albertkanaal:2312:occurrence-capture,weight,g,1180
,2013_albertkanaal:2313:occurrence-capture,weight,g,1503
,2013_albertkanaal:2314:occurrence-capture,weight,g,1282
,2013_albertkanaal:721:occurrence-capture,weight,g,1274.6
,2013_albertkanaal:723:occurrence-capture,weight,g,1671.9
,2013_albertkanaal:722:occurrence-capture,weight,g,1076.5
,2013_albertkanaal:724:occurrence-capture,weight,g,1278.6
,2013_albertkanaal:725:occurrence-capture,weight,g,1251.3
,2013_albertkanaal:726:occurrence-capture,weight,g,1004.6
,2013_albertkanaal:727:occurrence-capture,weight,g,1271.8
,2013_albertkanaal:728:occurrence-capture,weight,g,1171.2
,2013_albertkanaal:729:occurrence-capture,weight,g,1124.1
,2013_albertkanaal:2315:occurrence-capture,weight,g,1212
,2013_albertkanaal:2316:occurrence-capture,weight,g,1227
,2013_albertkanaal:2317:occurrence-capture,weight,g,824
,2013_albertkanaal:2318:occurrence-capture,weight,g,1046
,2013_albertkanaal:2319:occurrence-capture,weight,g,1199
,2013_albertkanaal:2320:occurrence-capture,weight,g,1385
,2013_albertkanaal:2321:occurrence-capture,weight,g,861
,2013_albertkanaal:2322:occurrence-capture,weight,g,2093
,2013_albertkanaal:2323:occurrence-capture,weight,g,904
,2013_albertkanaal:2324:occurrence-capture,weight,g,1779
,2013_albertkanaal:2325:occurrence-capture,weight,g,1556
,2011_rivierprik:571:occurrence-capture,weight,g,106
,2013_albertkanaal:516:occurrence-capture,weight,g,408.9
,2013_albertkanaal:517:occurrence-capture,weight,g,308.2
,2013_albertkanaal:518:occurrence-capture,weight,g,287.3
,2015_phd_verhelst:2401:occurrence-capture,weight,g,593
,2015_phd_verhelst:2411:occurrence-capture,weight,g,428.5
,2015_phd_verhelst:2413:occurrence-capture,weight,g,555.5
,2015_phd_verhelst:2414:occurrence-capture,weight,g,494
,2015_phd_verhelst:2415:occurrence-capture,weight,g,614.3
,2015_phd_verhelst:2412:occurrence-capture,weight,g,534.9
,2015_phd_verhelst:2416:occurrence-capture,weight,g,670.8
,2015_phd_verhelst:2417:occurrence-capture,weight,g,416.7
,2015_phd_verhelst:2419:occurrence-capture,weight,g,605.6
,2015_phd_verhelst:2418:occurrence-capture,weight,g,684.4
,2015_phd_verhelst:2424:occurrence-capture,weight,g,640.3
,2015_phd_verhelst:2423:occurrence-capture,weight,g,939.6
,2015_phd_verhelst:2422:occurrence-capture,weight,g,553.1
,2015_phd_verhelst:2421:occurrence-capture,weight,g,437.2
,2015_phd_verhelst:2420:occurrence-capture,weight,g,605.6
,2015_phd_verhelst:2425:occurrence-capture,weight,g,556.6
,2015_phd_verhelst:2426:occurrence-capture,weight,g,438.3
,2015_phd_verhelst:2427:occurrence-capture,weight,g,472.4
,2015_phd_verhelst:2428:occurrence-capture,weight,g,1089.1
,2015_phd_verhelst:2429:occurrence-capture,weight,g,650.2
,2015_phd_verhelst:2430:occurrence-capture,weight,g,1091
,2015_phd_verhelst:2431:occurrence-capture,weight,g,906.9
,2015_phd_verhelst:2432:occurrence-capture,weight,g,885.4
,2015_phd_verhelst:2777:occurrence-capture,weight,g,750
,2015_phd_verhelst:2433:occurrence-capture,weight,g,1288.1
,2015_phd_verhelst:2407:occurrence-capture,weight,g,1156.2
,2015_phd_verhelst:2410:occurrence-capture,weight,g,846.8
,2015_phd_verhelst:2778:occurrence-capture,weight,g,665
,2015_phd_verhelst:2408:occurrence-capture,weight,g,621.3
,2015_phd_verhelst:2409:occurrence-capture,weight,g,539.3
,2015_phd_verhelst:2403:occurrence-capture,weight,g,776
,2015_phd_verhelst:2404:occurrence-capture,weight,g,1106
,2015_phd_verhelst:2405:occurrence-capture,weight,g,709.5
,2015_phd_verhelst:2406:occurrence-capture,weight,g,466.2
,2015_phd_verhelst:2402:occurrence-capture,weight,g,771.2
,2013_albertkanaal:317:occurrence-capture,weight,g,1445
,2013_albertkanaal:318:occurrence-capture,weight,g,1203
,2013_albertkanaal:320:occurrence-capture,weight,g,919
,2013_albertkanaal:321:occurrence-capture,weight,g,679
,2013_albertkanaal:322:occurrence-capture,weight,g,1284
,2013_albertkanaal:323:occurrence-capture,weight,g,1228
,2013_albertkanaal:332:occurrence-capture,weight,g,1496
,2013_albertkanaal:333:occurrence-capture,weight,g,2241
,2013_albertkanaal:334:occurrence-capture,weight,g,730
,2013_albertkanaal:335:occurrence-capture,weight,g,975
,2013_albertkanaal:336:occurrence-capture,weight,g,1387
,2013_albertkanaal:2276:occurrence-capture,weight,g,1707
,2013_albertkanaal:2277:occurrence-capture,weight,g,1464
,2013_albertkanaal:2278:occurrence-capture,weight,g,1732
,2013_albertkanaal:2279:occurrence-capture,weight,g,1350
,2013_albertkanaal:2280:occurrence-capture,weight,g,1389
,2013_albertkanaal:2281:occurrence-capture,weight,g,1258
,2013_albertkanaal:2282:occurrence-capture,weight,g,1332
,2013_albertkanaal:2266:occurrence-capture,weight,g,1050
,2013_albertkanaal:2267:occurrence-capture,weight,g,1224
,2013_albertkanaal:2268:occurrence-capture,weight,g,951
,2013_albertkanaal:2269:occurrence-capture,weight,g,858
,2013_albertkanaal:2270:occurrence-capture,weight,g,627
,2013_albertkanaal:2271:occurrence-capture,weight,g,1970
,2013_albertkanaal:2272:occurrence-capture,weight,g,1798
,2013_albertkanaal:2273:occurrence-capture,weight,g,878
,2013_albertkanaal:2274:occurrence-capture,weight,g,1634
,2013_albertkanaal:2275:occurrence-capture,weight,g,1217
,2013_albertkanaal:2283:occurrence-capture,weight,g,1367
,2013_albertkanaal:2284:occurrence-capture,weight,g,1215
,2013_albertkanaal:2285:occurrence-capture,weight,g,986
,2013_albertkanaal:363:occurrence-capture,weight,g,1647
,2013_albertkanaal:342:occurrence-capture,weight,g,868
,2013_albertkanaal:343:occurrence-capture,weight,g,695
,2013_albertkanaal:344:occurrence-capture,weight,g,793
,2013_albertkanaal:349:occurrence-capture,weight,g,921
,2013_albertkanaal:350:occurrence-capture,weight,g,1060
,2013_albertkanaal:351:occurrence-capture,weight,g,1258
,2013_albertkanaal:352:occurrence-capture,weight,g,1584
,2013_albertkanaal:353:occurrence-capture,weight,g,960
,2013_albertkanaal:354:occurrence-capture,weight,g,1312
,2013_albertkanaal:355:occurrence-capture,weight,g,1644
,2013_albertkanaal:359:occurrence-capture,weight,g,920
,2013_albertkanaal:360:occurrence-capture,weight,g,1585
,2013_albertkanaal:364:occurrence-capture,weight,g,1654
,2013_albertkanaal:2286:occurrence-capture,weight,g,1473
,2013_albertkanaal:2287:occurrence-capture,weight,g,1226
,2013_albertkanaal:2288:occurrence-capture,weight,g,1489
,2013_albertkanaal:2289:occurrence-capture,weight,g,1159
,2015_phd_verhelst:638:occurrence-capture,weight,g,858
,2015_phd_verhelst:639:occurrence-capture,weight,g,812.9
,2015_phd_verhelst:640:occurrence-capture,weight,g,655.5
,2015_dijle:641:occurrence-capture,weight,g,10400
,2015_phd_verhelst:642:occurrence-capture,weight,g,448
,2015_phd_verhelst:643:occurrence-capture,weight,g,514.8
,2015_phd_verhelst:644:occurrence-capture,weight,g,422.2
,2015_dijle:645:occurrence-capture,weight,g,12250
,2015_phd_verhelst:2160:occurrence-capture,weight,g,401
,2015_phd_verhelst:646:occurrence-capture,weight,g,688.4
,2015_phd_verhelst:647:occurrence-capture,weight,g,616.8
,2015_phd_verhelst:648:occurrence-capture,weight,g,903.2
,2013_albertkanaal:2154:occurrence-capture,weight,g,1461
,2015_dijle:649:occurrence-capture,weight,g,13000
,2015_phd_verhelst:613:occurrence-capture,weight,g,816
,2015_phd_verhelst:614:occurrence-capture,weight,g,869
,2015_phd_verhelst:615:occurrence-capture,weight,g,767
,2015_phd_verhelst:616:occurrence-capture,weight,g,1329
,2015_phd_verhelst:617:occurrence-capture,weight,g,519
,2015_phd_verhelst:618:occurrence-capture,weight,g,1209
,2015_phd_verhelst:2226:occurrence-capture,weight,g,596
,2015_phd_verhelst:2222:occurrence-capture,weight,g,920
,2015_phd_verhelst:2223:occurrence-capture,weight,g,701.4
,2015_phd_verhelst:2224:occurrence-capture,weight,g,462.2
,2015_phd_verhelst:2221:occurrence-capture,weight,g,1149
,2015_phd_verhelst:2225:occurrence-capture,weight,g,774.6
,2015_phd_verhelst:2227:occurrence-capture,weight,g,588.6
,2015_phd_verhelst:2228:occurrence-capture,weight,g,687.8
,2015_phd_verhelst:2229:occurrence-capture,weight,g,547
,2015_phd_verhelst:2230:occurrence-capture,weight,g,564
,2015_phd_verhelst:2231:occurrence-capture,weight,g,592.8
,2015_phd_verhelst:2232:occurrence-capture,weight,g,705.6
,2015_phd_verhelst:2234:occurrence-capture,weight,g,871
,2015_phd_verhelst:2233:occurrence-capture,weight,g,1318.2
,2015_phd_verhelst:2235:occurrence-capture,weight,g,1272.6
,2015_phd_verhelst:2236:occurrence-capture,weight,g,562
,2015_phd_verhelst:2244:occurrence-capture,weight,g,865.2
,2015_phd_verhelst:2245:occurrence-capture,weight,g,517.2
,2015_phd_verhelst:2246:occurrence-capture,weight,g,506
,2015_phd_verhelst:2247:occurrence-capture,weight,g,540.3
,2015_phd_verhelst:2248:occurrence-capture,weight,g,500.1
,2015_phd_verhelst:2249:occurrence-capture,weight,g,631.2
,2015_phd_verhelst:2250:occurrence-capture,weight,g,495.7
,2015_phd_verhelst:2251:occurrence-capture,weight,g,520
,2015_phd_verhelst:612:occurrence-capture,weight,g,644.8
,2015_phd_verhelst:619:occurrence-capture,weight,g,911.5
,2015_phd_verhelst:620:occurrence-capture,weight,g,514.9
,2015_phd_verhelst:2252:occurrence-capture,weight,g,1222
,2015_phd_verhelst:2253:occurrence-capture,weight,g,560
,2015_phd_verhelst:2254:occurrence-capture,weight,g,470
,2015_phd_verhelst:2255:occurrence-capture,weight,g,550.7
,2015_phd_verhelst:2256:occurrence-capture,weight,g,901.2
,2015_phd_verhelst:2257:occurrence-capture,weight,g,563.3
,2015_phd_verhelst:2258:occurrence-capture,weight,g,771.1
,2015_phd_verhelst:2259:occurrence-capture,weight,g,993.3
,2015_phd_verhelst:2260:occurrence-capture,weight,g,606.1
,2015_phd_verhelst:2261:occurrence-capture,weight,g,324.3
,2015_phd_verhelst:2262:occurrence-capture,weight,g,400.1
,2015_phd_verhelst:2263:occurrence-capture,weight,g,1017.4
,2015_phd_verhelst:2264:occurrence-capture,weight,g,1830.2
,2015_phd_verhelst:2396:occurrence-capture,weight,g,1101.9
,2015_phd_verhelst:2397:occurrence-capture,weight,g,464.7
,2015_phd_verhelst:2398:occurrence-capture,weight,g,1231.4
,2015_phd_verhelst:2399:occurrence-capture,weight,g,475
,2015_phd_verhelst:2400:occurrence-capture,weight,g,524.6
,2015_phd_verhelst:2218:occurrence-capture,weight,g,914.4
,2015_phd_verhelst:2220:occurrence-capture,weight,g,560
,2015_phd_verhelst:2219:occurrence-capture,weight,g,597.5
,2015_phd_verhelst:3210:occurrence-capture,weight,g,842.1
,2015_phd_verhelst:3212:occurrence-capture,weight,g,966.2
,2015_phd_verhelst:3211:occurrence-capture,weight,g,610.6
,2015_phd_verhelst:3209:occurrence-capture,weight,g,966.2
,2015_phd_verhelst:3208:occurrence-capture,weight,g,961.7
,2015_phd_verhelst:3213:occurrence-capture,weight,g,594.7
,2015_phd_verhelst:3529:occurrence-capture,weight,g,942.4
,2015_phd_verhelst:3527:occurrence-capture,weight,g,915.7
,2015_phd_verhelst:3528:occurrence-capture,weight,g,714.3
,2015_phd_verhelst:3530:occurrence-capture,weight,g,635.08
,2015_phd_verhelst:3531:occurrence-capture,weight,g,724
,2013_albertkanaal:2301:occurrence-capture,weight,g,1076
,2013_albertkanaal:2302:occurrence-capture,weight,g,1650
,2013_albertkanaal:2303:occurrence-capture,weight,g,1459
,2013_albertkanaal:2304:occurrence-capture,weight,g,982
,2013_albertkanaal:2305:occurrence-capture,weight,g,1098
,2013_albertkanaal:2306:occurrence-capture,weight,g,1012
,2013_albertkanaal:2307:occurrence-capture,weight,g,860
,2013_albertkanaal:2308:occurrence-capture,weight,g,1214
,2013_albertkanaal:2309:occurrence-capture,weight,g,1146
,2013_albertkanaal:2310:occurrence-capture,weight,g,1059
,2013_albertkanaal:2311:occurrence-capture,weight,g,1000
,2015_phd_verhelst:380:occurrence-capture,weight,g,778
,2015_phd_verhelst:379:occurrence-capture,weight,g,446.5
,2015_phd_verhelst:378:occurrence-capture,weight,g,449.8
,2015_phd_verhelst:381:occurrence-capture,weight,g,539
,2013_albertkanaal:361:occurrence-capture,weight,g,1744
,2013_albertkanaal:362:occurrence-capture,weight,g,1898
,2014_demer:365:occurrence-capture,weight,g,613
,2014_demer:366:occurrence-capture,weight,g,1595
,2014_demer:367:occurrence-capture,weight,g,1183
,2014_demer:368:occurrence-capture,weight,g,15000
,2014_demer:369:occurrence-capture,weight,g,1402
,2014_demer:370:occurrence-capture,weight,g,8000
,2014_demer:371:occurrence-capture,weight,g,678
,2014_demer:372:occurrence-capture,weight,g,1564
,2015_phd_verhelst:598:occurrence-capture,weight,g,508
,2015_phd_verhelst:599:occurrence-capture,weight,g,735.8
,2015_phd_verhelst:600:occurrence-capture,weight,g,595
,2015_phd_verhelst:601:occurrence-capture,weight,g,587
,2015_phd_verhelst:602:occurrence-capture,weight,g,722
,2015_phd_verhelst:603:occurrence-capture,weight,g,701
,2015_phd_verhelst:604:occurrence-capture,weight,g,447
,2015_phd_verhelst:625:occurrence-capture,weight,g,558.1
,2015_phd_verhelst:595:occurrence-capture,weight,g,602.7
,2015_phd_verhelst:596:occurrence-capture,weight,g,564.3
,2015_phd_verhelst:597:occurrence-capture,weight,g,621.9
,2015_phd_verhelst:605:occurrence-capture,weight,g,962.8
,2015_phd_verhelst:606:occurrence-capture,weight,g,721.6
,2015_phd_verhelst:607:occurrence-capture,weight,g,818.1
,2015_phd_verhelst:608:occurrence-capture,weight,g,761.1
,2015_phd_verhelst:609:occurrence-capture,weight,g,566.5
,2015_phd_verhelst:610:occurrence-capture,weight,g,788.8
,2015_phd_verhelst:611:occurrence-capture,weight,g,842.6
,2013_albertkanaal:308:occurrence-capture,weight,g,571
,2013_albertkanaal:309:occurrence-capture,weight,g,578
,2013_albertkanaal:310:occurrence-capture,weight,g,423.5
