eventid,measurementtype,measurementvalue,measurementunit
etn:bpns:2153:event-receiver-deployment,receiver id,VR2W-123824,""
etn:bpns:2153:event-receiver-deployment,receiver drop dead date,2015-06-10,""
etn:bpns:2155:event-receiver-deployment,receiver intended coordinates,"latitude: 51.28717, longitude: 2.87917",""
etn:bpns:2155:event-receiver-deployment,receiver id,VR2W-123827,""
etn:bpns:2155:event-receiver-deployment,receiver status,broken,""
etn:bpns:2155:event-receiver-deployment,receiver drop dead date,2016-09-25,""
etn:bpns:2155:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2156:event-receiver-deployment,receiver id,VR2W-123827,""
etn:bpns:2156:event-receiver-deployment,receiver status,broken,""
etn:bpns:2156:event-receiver-deployment,receiver drop dead date,2016-09-25,""
etn:bpns:2156:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2156:event-receiver-deployment,receiver intended coordinates,"latitude: 51.28717, longitude: 2.87917",""
etn:bpns:2162:event-receiver-deployment,receiver status,active,""
etn:bpns:2162:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42530, longitude: 2.60550",""
etn:bpns:2162:event-receiver-deployment,receiver id,VR2Tx-480061,""
etn:bpns:2162:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2184:event-receiver-deployment,receiver id,VR2W-127729,""
etn:bpns:2184:event-receiver-deployment,receiver status,active,""
etn:bpns:2184:event-receiver-deployment,receiver drop dead date,2017-08-27,""
etn:bpns:2184:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41717, longitude: 3.04750",""
etn:bpns:2184:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2185:event-receiver-deployment,receiver status,lost,""
etn:bpns:2185:event-receiver-deployment,receiver id,VR2W-110784,""
etn:bpns:2185:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2185:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46117, longitude: 3.10700",""
etn:bpns:2185:event-receiver-deployment,receiver drop dead date,2017-11-19,""
etn:bpns:2186:event-receiver-deployment,receiver intended coordinates,"latitude: 51.28717, longitude: 2.87917",""
etn:bpns:2186:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2186:event-receiver-deployment,receiver drop dead date,2017-11-19,""
etn:bpns:2186:event-receiver-deployment,receiver id,VR2W-123827,""
etn:bpns:2186:event-receiver-deployment,receiver status,broken,""
etn:bpns:2187:event-receiver-deployment,receiver drop dead date,2017-11-19,""
etn:bpns:2187:event-receiver-deployment,receiver status,active,""
etn:bpns:2187:event-receiver-deployment,receiver id,VR2W-123828,""
etn:bpns:2187:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2187:event-receiver-deployment,receiver intended coordinates,"latitude: 51.36133, longitude: 2.96700",""
etn:bpns:2189:event-receiver-deployment,receiver status,lost,""
etn:bpns:2189:event-receiver-deployment,receiver intended coordinates,"latitude: 51.58000, longitude: 2.99549",""
etn:bpns:2189:event-receiver-deployment,receiver id,VR2W-127110,""
etn:bpns:2189:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2209:event-receiver-deployment,time interval between the sample values of tilt,600,s
etn:bpns:2209:event-receiver-deployment,receiver drop dead date,2017-06-04,""
etn:bpns:2209:event-receiver-deployment,time interval between the sample values of temperature,3600,s
etn:bpns:2209:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2209:event-receiver-deployment,receiver id,VR2AR-545718,""
etn:bpns:2209:event-receiver-deployment,time interval between the recording of depth statistic,3600,s
etn:bpns:2209:event-receiver-deployment,time interval between the sample values of noise,600,s
etn:bpns:2209:event-receiver-deployment,time interval between the recording of noise statistic,600,s
etn:bpns:2209:event-receiver-deployment,time interval between recording of temperature statistic,86400,s
etn:bpns:2209:event-receiver-deployment,receiver status,available,""
etn:bpns:2209:event-receiver-deployment,time interval between the sample values of depth,3600,s
etn:bpns:2210:event-receiver-deployment,time interval between the sample values of depth,3600,s
etn:bpns:2210:event-receiver-deployment,receiver id,VR2AR-545720,""
etn:bpns:2210:event-receiver-deployment,receiver drop dead date,2017-06-04,""
etn:bpns:2210:event-receiver-deployment,time interval between the sample values of noise,600,s
etn:bpns:2210:event-receiver-deployment,receiver status,active,""
etn:bpns:2210:event-receiver-deployment,time interval between the sample values of tilt,600,s
etn:bpns:2210:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2210:event-receiver-deployment,time interval between the sample values of temperature,3600,s
etn:bpns:2210:event-receiver-deployment,time interval between the recording of depth statistic,3600,s
etn:bpns:2210:event-receiver-deployment,receiver intended coordinates,"latitude: 51.66882, longitude: 2.80399",""
etn:bpns:2210:event-receiver-deployment,time interval between recording of temperature statistic,86400,s
etn:bpns:2210:event-receiver-deployment,time interval between the recording of noise statistic,600,s
etn:bpns:2211:event-receiver-deployment,time interval between the sample values of noise,600,s
etn:bpns:2211:event-receiver-deployment,time interval between the recording of depth statistic,3600,s
etn:bpns:2211:event-receiver-deployment,time interval between the sample values of tilt,600,s
etn:bpns:2211:event-receiver-deployment,time interval between recording of temperature statistic,86400,s
etn:bpns:2211:event-receiver-deployment,receiver id,VR2AR-546046,""
etn:bpns:2211:event-receiver-deployment,receiver drop dead date,2017-06-04,""
etn:bpns:2211:event-receiver-deployment,time interval between the sample values of temperature,3600,s
etn:bpns:2211:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2211:event-receiver-deployment,receiver status,lost,""
etn:bpns:2211:event-receiver-deployment,time interval between the sample values of depth,3600,s
etn:bpns:2211:event-receiver-deployment,time interval between the recording of noise statistic,600,s
etn:bpns:2212:event-receiver-deployment,receiver id,VR2AR-546047,""
etn:bpns:2212:event-receiver-deployment,time interval between the recording of depth statistic,3600,s
etn:bpns:2212:event-receiver-deployment,time interval between the sample values of tilt,600,s
etn:bpns:2212:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2212:event-receiver-deployment,time interval between recording of temperature statistic,86400,s
etn:bpns:2212:event-receiver-deployment,time interval between the sample values of depth,3600,s
etn:bpns:2212:event-receiver-deployment,time interval between the recording of noise statistic,600,s
etn:bpns:2212:event-receiver-deployment,time interval between the sample values of temperature,3600,s
etn:bpns:2212:event-receiver-deployment,receiver drop dead date,2017-06-04,""
etn:bpns:2212:event-receiver-deployment,time interval between the sample values of noise,600,s
etn:bpns:2212:event-receiver-deployment,receiver status,active,""
etn:bpns:2213:event-receiver-deployment,time interval between the sample values of noise,600,s
etn:bpns:2213:event-receiver-deployment,time interval between the sample values of tilt,600,s
etn:bpns:2213:event-receiver-deployment,time interval between the recording of depth statistic,3600,s
etn:bpns:2213:event-receiver-deployment,time interval between the recording of noise statistic,600,s
etn:bpns:2213:event-receiver-deployment,time interval between recording of temperature statistic,86400,s
etn:bpns:2213:event-receiver-deployment,time interval between the sample values of depth,3600,s
etn:bpns:2213:event-receiver-deployment,receiver status,active,""
etn:bpns:2213:event-receiver-deployment,receiver drop dead date,2017-06-04,""
etn:bpns:2213:event-receiver-deployment,time interval between the sample values of temperature,3600,s
etn:bpns:2213:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2213:event-receiver-deployment,receiver id,VR2AR-546048,""
etn:bpns:2214:event-receiver-deployment,time interval between the sample values of depth,3600,s
etn:bpns:2214:event-receiver-deployment,time interval between the recording of depth statistic,3600,s
etn:bpns:2214:event-receiver-deployment,time interval between the sample values of tilt,600,s
etn:bpns:2214:event-receiver-deployment,time interval between the recording of noise statistic,600,s
etn:bpns:2214:event-receiver-deployment,time interval between the sample values of noise,600,s
etn:bpns:2214:event-receiver-deployment,time interval between recording of temperature statistic,86400,s
etn:bpns:2214:event-receiver-deployment,receiver status,active,""
etn:bpns:2214:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2214:event-receiver-deployment,receiver drop dead date,2017-06-04,""
etn:bpns:2214:event-receiver-deployment,receiver id,VR2AR-546048,""
etn:bpns:2214:event-receiver-deployment,time interval between the sample values of temperature,3600,s
etn:bpns:2215:event-receiver-deployment,time interval between the sample values of depth,3600,s
etn:bpns:2215:event-receiver-deployment,time interval between recording of temperature statistic,86400,s
etn:bpns:2215:event-receiver-deployment,time interval between the sample values of temperature,3600,s
etn:bpns:2215:event-receiver-deployment,time interval between the recording of depth statistic,3600,s
etn:bpns:2215:event-receiver-deployment,time interval between the sample values of tilt,600,s
etn:bpns:2215:event-receiver-deployment,receiver status,active,""
etn:bpns:2215:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2215:event-receiver-deployment,receiver id,VR2AR-546052,""
etn:bpns:2215:event-receiver-deployment,time interval between the sample values of noise,600,s
etn:bpns:2215:event-receiver-deployment,time interval between the recording of noise statistic,600,s
etn:bpns:2215:event-receiver-deployment,receiver drop dead date,2017-06-04,""
etn:bpns:2216:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2216:event-receiver-deployment,time interval between the recording of noise statistic,600,s
etn:bpns:2216:event-receiver-deployment,time interval between the sample values of noise,600,s
etn:bpns:2216:event-receiver-deployment,receiver id,VR2AR-546052,""
etn:bpns:2216:event-receiver-deployment,time interval between the recording of depth statistic,3600,s
etn:bpns:2216:event-receiver-deployment,time interval between the sample values of temperature,3600,s
etn:bpns:2216:event-receiver-deployment,time interval between the sample values of tilt,600,s
etn:bpns:2216:event-receiver-deployment,time interval between recording of temperature statistic,86400,s
etn:bpns:2216:event-receiver-deployment,receiver drop dead date,2017-06-04,""
etn:bpns:2216:event-receiver-deployment,time interval between the sample values of depth,3600,s
etn:bpns:2216:event-receiver-deployment,receiver status,active,""
etn:bpns:2419:event-receiver-deployment,receiver drop dead date,2018-01-24,""
etn:bpns:2419:event-receiver-deployment,receiver id,VR2W-129709,""
etn:bpns:2419:event-receiver-deployment,receiver intended coordinates,"latitude: 51.70442, longitude: 2.81259",""
etn:bpns:2419:event-receiver-deployment,receiver status,available,""
etn:bpns:2419:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2468:event-receiver-deployment,receiver drop dead date,2018-02-17,""
etn:bpns:2468:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2468:event-receiver-deployment,receiver status,active,""
etn:bpns:2468:event-receiver-deployment,receiver id,VR2W-129570,""
etn:bpns:2469:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2469:event-receiver-deployment,receiver drop dead date,2018-02-17,""
etn:bpns:2469:event-receiver-deployment,receiver id,VR2W-126201,""
etn:bpns:2469:event-receiver-deployment,receiver status,lost,""
etn:bpns:2470:event-receiver-deployment,receiver id,VR2W-129571,""
etn:bpns:2470:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2470:event-receiver-deployment,receiver status,active,""
etn:bpns:2470:event-receiver-deployment,receiver drop dead date,2018-02-17,""
etn:bpns:2472:event-receiver-deployment,receiver drop dead date,2018-02-28,""
etn:bpns:2472:event-receiver-deployment,receiver id,VR2W-106251,""
etn:bpns:2472:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35633, longitude: 2.51867",""
etn:bpns:2472:event-receiver-deployment,receiver status,broken,""
etn:bpns:2472:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2473:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:bpns:2473:event-receiver-deployment,receiver status,active,""
etn:bpns:2473:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35067, longitude: 2.70367",""
etn:bpns:2473:event-receiver-deployment,receiver id,VR2W-110778,""
etn:bpns:2473:event-receiver-deployment,receiver drop dead date,2017-05-13,""
