eventid,measurementtype,measurementvalue,measurementunit
etn:saeftinghe:2169:event-receiver-deployment,receiver intended coordinates,"latitude: 51.34251, longitude: 4.13668",""
etn:saeftinghe:2169:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2169:event-receiver-deployment,receiver id,VR2W-129565,""
etn:saeftinghe:2172:event-receiver-deployment,receiver id,VR2W-123826,""
etn:saeftinghe:2172:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35720, longitude: 4.17046",""
etn:saeftinghe:2172:event-receiver-deployment,receiver drop dead date,2017-10-25,""
etn:saeftinghe:2172:event-receiver-deployment,receiver status,lost,""
etn:saeftinghe:2172:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2173:event-receiver-deployment,receiver status,available,""
etn:saeftinghe:2173:event-receiver-deployment,receiver id,VR2W-123835,""
etn:saeftinghe:2173:event-receiver-deployment,receiver drop dead date,2017-10-25,""
etn:saeftinghe:2173:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2173:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35376, longitude: 4.18538",""
etn:saeftinghe:2174:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2174:event-receiver-deployment,receiver drop dead date,2017-10-25,""
etn:saeftinghe:2174:event-receiver-deployment,receiver id,VR2W-127109,""
etn:saeftinghe:2174:event-receiver-deployment,receiver status,active,""
etn:saeftinghe:2174:event-receiver-deployment,receiver intended coordinates,"latitude: 51.36983, longitude: 4.17912",""
etn:saeftinghe:2175:event-receiver-deployment,receiver intended coordinates,"latitude: 51.36045, longitude: 4.17565",""
etn:saeftinghe:2175:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2175:event-receiver-deployment,receiver drop dead date,2017-10-25,""
etn:saeftinghe:2175:event-receiver-deployment,receiver id,VR2Tx-480722,""
etn:saeftinghe:2175:event-receiver-deployment,receiver status,active,""
etn:saeftinghe:2176:event-receiver-deployment,receiver id,VR2W-127717,""
etn:saeftinghe:2176:event-receiver-deployment,receiver status,lost,""
etn:saeftinghe:2176:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2176:event-receiver-deployment,receiver drop dead date,2017-10-25,""
etn:saeftinghe:2176:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35349, longitude: 4.19363",""
etn:saeftinghe:2177:event-receiver-deployment,receiver intended coordinates,"latitude: 51.36099, longitude: 4.14259",""
etn:saeftinghe:2177:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2177:event-receiver-deployment,receiver drop dead date,2017-10-20,""
etn:saeftinghe:2177:event-receiver-deployment,receiver status,available,""
etn:saeftinghe:2177:event-receiver-deployment,receiver id,VR2W-115440,""
etn:saeftinghe:2178:event-receiver-deployment,receiver status,active,""
etn:saeftinghe:2178:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35019, longitude: 4.15036",""
etn:saeftinghe:2178:event-receiver-deployment,receiver id,VR2Tx-480720,""
etn:saeftinghe:2178:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2178:event-receiver-deployment,receiver drop dead date,2017-10-20,""
etn:saeftinghe:2179:event-receiver-deployment,receiver intended coordinates,"latitude: 51.35151, longitude: 4.15666",""
etn:saeftinghe:2179:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2179:event-receiver-deployment,receiver id,VR2W-112294,""
etn:saeftinghe:2179:event-receiver-deployment,receiver status,active,""
etn:saeftinghe:2179:event-receiver-deployment,receiver drop dead date,2017-10-20,""
etn:saeftinghe:2180:event-receiver-deployment,receiver status,lost,""
etn:saeftinghe:2180:event-receiver-deployment,receiver drop dead date,2017-10-20,""
etn:saeftinghe:2180:event-receiver-deployment,receiver intended coordinates,"latitude: 51.34919, longitude: 4.16261",""
etn:saeftinghe:2180:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2180:event-receiver-deployment,receiver id,VR2W-129564,""
etn:saeftinghe:2181:event-receiver-deployment,receiver id,VR2W-115431,""
etn:saeftinghe:2181:event-receiver-deployment,receiver status,available,""
etn:saeftinghe:2181:event-receiver-deployment,receiver intended coordinates,"latitude: 51.34117, longitude: 4.16606",""
etn:saeftinghe:2181:event-receiver-deployment,receiver drop dead date,2017-10-20,""
etn:saeftinghe:2181:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2194:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:saeftinghe:2194:event-receiver-deployment,receiver id,VR2W-115440,""
etn:saeftinghe:2194:event-receiver-deployment,receiver status,available,""
etn:saeftinghe:2194:event-receiver-deployment,receiver drop dead date,2017-10-20,""
etn:saeftinghe:2194:event-receiver-deployment,receiver intended coordinates,"latitude: 51.36099, longitude: 4.14259",""
etn:ws1:1447:event-receiver-deployment,receiver id,VR2W-123830,""
etn:ws1:1447:event-receiver-deployment,receiver status,broken,""
etn:ws1:1447:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1447:event-receiver-deployment,receiver drop dead date,2015-08-15,""
etn:ws1:1448:event-receiver-deployment,receiver drop dead date,2015-08-15,""
etn:ws1:1448:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:1448:event-receiver-deployment,receiver status,lost,""
etn:ws1:1448:event-receiver-deployment,receiver intended coordinates,"latitude: 51.44734, longitude: 3.47051",""
etn:ws1:1448:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1449:event-receiver-deployment,receiver status,lost,""
etn:ws1:1449:event-receiver-deployment,receiver drop dead date,2015-08-15,""
etn:ws1:1449:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:1449:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40341, longitude: 3.46590",""
etn:ws1:1449:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1450:event-receiver-deployment,receiver id,VR2W-123814,""
etn:ws1:1450:event-receiver-deployment,receiver drop dead date,2015-08-15,""
etn:ws1:1450:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41017, longitude: 3.45452",""
etn:ws1:1450:event-receiver-deployment,receiver status,available,""
etn:ws1:1450:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1451:event-receiver-deployment,receiver status,lost,""
etn:ws1:1451:event-receiver-deployment,receiver id,VR2W-123816,""
etn:ws1:1451:event-receiver-deployment,receiver drop dead date,2015-08-15,""
etn:ws1:1451:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42817, longitude: 3.46218",""
etn:ws1:1451:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1610:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1610:event-receiver-deployment,receiver status,broken,""
etn:ws1:1610:event-receiver-deployment,receiver id,VR2W-123830,""
etn:ws1:1610:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1610:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46618, longitude: 3.50218",""
etn:ws1:1611:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1611:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:1611:event-receiver-deployment,receiver status,active,""
etn:ws1:1611:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1611:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:1612:event-receiver-deployment,receiver status,available,""
etn:ws1:1612:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1612:event-receiver-deployment,receiver id,VR2W-123821,""
etn:ws1:1612:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1613:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1613:event-receiver-deployment,receiver status,lost,""
etn:ws1:1613:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1613:event-receiver-deployment,receiver intended coordinates,"latitude: 51.44734, longitude: 3.47051",""
etn:ws1:1613:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:1614:event-receiver-deployment,receiver id,VR2W-123832,""
etn:ws1:1614:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1614:event-receiver-deployment,receiver status,active,""
etn:ws1:1615:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1615:event-receiver-deployment,receiver id,VR2W-123831,""
etn:ws1:1615:event-receiver-deployment,receiver status,active,""
etn:ws1:1616:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:1616:event-receiver-deployment,receiver status,active,""
etn:ws1:1616:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1617:event-receiver-deployment,receiver status,lost,""
etn:ws1:1617:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1617:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:1617:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1617:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40341, longitude: 3.46590",""
etn:ws1:1618:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:1618:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1618:event-receiver-deployment,receiver status,lost,""
etn:ws1:1619:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1619:event-receiver-deployment,receiver status,active,""
etn:ws1:1619:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:1620:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1620:event-receiver-deployment,receiver status,active,""
etn:ws1:1620:event-receiver-deployment,receiver id,VR2W-112370,""
etn:ws1:1620:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1621:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42817, longitude: 3.46218",""
etn:ws1:1621:event-receiver-deployment,receiver status,lost,""
etn:ws1:1621:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1621:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1621:event-receiver-deployment,receiver id,VR2W-123816,""
etn:ws1:1636:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41020, longitude: 3.45450",""
etn:ws1:1636:event-receiver-deployment,receiver drop dead date,2017-02-06,""
etn:ws1:1636:event-receiver-deployment,receiver id,VR2W-123814,""
etn:ws1:1636:event-receiver-deployment,receiver status,available,""
etn:ws1:1636:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1687:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40839, longitude: 3.45679",""
etn:ws1:1687:event-receiver-deployment,receiver id,VR2AR-545588,""
etn:ws1:1687:event-receiver-deployment,receiver status,returned to manufacturer,""
etn:ws1:1687:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1784:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1784:event-receiver-deployment,receiver status,lost,""
etn:ws1:1784:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1784:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:1785:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1785:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1785:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:1785:event-receiver-deployment,receiver status,lost,""
etn:ws1:1787:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1787:event-receiver-deployment,receiver status,lost,""
etn:ws1:1787:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42817, longitude: 3.46218",""
etn:ws1:1787:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1787:event-receiver-deployment,receiver id,VR2W-123816,""
etn:ws1:1788:event-receiver-deployment,receiver id,VR2W-123816,""
etn:ws1:1788:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1788:event-receiver-deployment,receiver status,lost,""
etn:ws1:1788:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1789:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1789:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:1789:event-receiver-deployment,receiver status,lost,""
etn:ws1:1789:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1790:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:1790:event-receiver-deployment,receiver status,lost,""
etn:ws1:1790:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1790:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1791:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1791:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:1791:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1791:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:1791:event-receiver-deployment,receiver status,active,""
etn:ws1:1792:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1792:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:1792:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1792:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:1792:event-receiver-deployment,receiver status,active,""
etn:ws1:1793:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1793:event-receiver-deployment,receiver id,VR2W-123821,""
etn:ws1:1793:event-receiver-deployment,receiver status,available,""
etn:ws1:1793:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1794:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1794:event-receiver-deployment,receiver status,available,""
etn:ws1:1794:event-receiver-deployment,receiver id,VR2W-123821,""
etn:ws1:1794:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1850:event-receiver-deployment,receiver status,broken,""
etn:ws1:1850:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1850:event-receiver-deployment,receiver id,VR2W-123830,""
etn:ws1:1850:event-receiver-deployment,receiver drop dead date,2015-08-15,""
etn:ws1:1851:event-receiver-deployment,receiver status,broken,""
etn:ws1:1851:event-receiver-deployment,receiver id,VR2W-123830,""
etn:ws1:1851:event-receiver-deployment,receiver drop dead date,2015-08-15,""
etn:ws1:1851:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1854:event-receiver-deployment,receiver status,returned to manufacturer,""
etn:ws1:1854:event-receiver-deployment,receiver id,VR2AR-545588,""
etn:ws1:1854:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40839, longitude: 3.45679",""
etn:ws1:1854:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1892:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1892:event-receiver-deployment,receiver status,active,""
etn:ws1:1892:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:1893:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:1893:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1893:event-receiver-deployment,receiver status,active,""
etn:ws1:1894:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:1894:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1894:event-receiver-deployment,receiver status,active,""
etn:ws1:1895:event-receiver-deployment,receiver status,active,""
etn:ws1:1895:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:1895:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1895:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1896:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1896:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:1896:event-receiver-deployment,receiver status,lost,""
etn:ws1:1897:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1897:event-receiver-deployment,receiver status,lost,""
etn:ws1:1897:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:1898:event-receiver-deployment,receiver status,lost,""
etn:ws1:1898:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1898:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:1899:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1899:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1899:event-receiver-deployment,receiver status,lost,""
etn:ws1:1899:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:1900:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:1900:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1900:event-receiver-deployment,receiver status,active,""
etn:ws1:1901:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1901:event-receiver-deployment,receiver status,active,""
etn:ws1:1901:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:1902:event-receiver-deployment,receiver status,active,""
etn:ws1:1902:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:1902:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1903:event-receiver-deployment,receiver status,active,""
etn:ws1:1903:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1903:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1903:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:1904:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1904:event-receiver-deployment,receiver id,VR2W-123831,""
etn:ws1:1904:event-receiver-deployment,receiver status,active,""
etn:ws1:1905:event-receiver-deployment,receiver status,active,""
etn:ws1:1905:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1905:event-receiver-deployment,receiver id,VR2W-123831,""
etn:ws1:1906:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1906:event-receiver-deployment,receiver status,active,""
etn:ws1:1906:event-receiver-deployment,receiver id,VR2W-123831,""
etn:ws1:1906:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1907:event-receiver-deployment,receiver id,VR2W-123832,""
etn:ws1:1907:event-receiver-deployment,receiver status,active,""
etn:ws1:1907:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1908:event-receiver-deployment,receiver id,VR2W-123832,""
etn:ws1:1908:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1908:event-receiver-deployment,receiver status,active,""
etn:ws1:1909:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1909:event-receiver-deployment,receiver status,active,""
etn:ws1:1909:event-receiver-deployment,receiver id,VR2W-123832,""
etn:ws1:1909:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1969:event-receiver-deployment,receiver status,lost,""
etn:ws1:1969:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1969:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:1969:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:1969:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40341, longitude: 3.46590",""
etn:ws1:1970:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:1970:event-receiver-deployment,receiver status,active,""
etn:ws1:1970:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:1970:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2015:event-receiver-deployment,receiver status,active,""
etn:ws1:2015:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2015:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2015:event-receiver-deployment,receiver id,VR2W-112370,""
etn:ws1:2017:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2017:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2017:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:2017:event-receiver-deployment,receiver status,lost,""
etn:ws1:2018:event-receiver-deployment,receiver intended coordinates,"latitude: 51.44734, longitude: 3.47051",""
etn:ws1:2018:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2018:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2018:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:2018:event-receiver-deployment,receiver status,lost,""
etn:ws1:2019:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:2019:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2019:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2019:event-receiver-deployment,receiver status,active,""
etn:ws1:2020:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:2020:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:2020:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2020:event-receiver-deployment,receiver status,active,""
etn:ws1:2020:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2021:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2021:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2021:event-receiver-deployment,receiver id,VR2W-123830,""
etn:ws1:2021:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46618, longitude: 3.50218",""
etn:ws1:2021:event-receiver-deployment,receiver status,broken,""
etn:ws1:2022:event-receiver-deployment,receiver status,active,""
etn:ws1:2022:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2022:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2022:event-receiver-deployment,receiver id,VR2W-123831,""
etn:ws1:2023:event-receiver-deployment,receiver id,VR2W-123832,""
etn:ws1:2023:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2023:event-receiver-deployment,receiver status,active,""
etn:ws1:2023:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2024:event-receiver-deployment,receiver status,lost,""
etn:ws1:2024:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:ws1:2024:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2024:event-receiver-deployment,receiver id,VR2W-127718,""
etn:ws1:2025:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:ws1:2025:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2025:event-receiver-deployment,receiver status,available,""
etn:ws1:2025:event-receiver-deployment,receiver id,VR2W-127727,""
etn:ws1:2108:event-receiver-deployment,receiver id,VR2W-123816,""
etn:ws1:2108:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2108:event-receiver-deployment,receiver drop dead date,2015-08-15,""
etn:ws1:2108:event-receiver-deployment,receiver intended coordinates,"latitude: 51.42817, longitude: 3.46218",""
etn:ws1:2108:event-receiver-deployment,receiver status,lost,""
etn:ws1:2113:event-receiver-deployment,receiver drop dead date,2017-02-06,""
etn:ws1:2113:event-receiver-deployment,receiver status,available,""
etn:ws1:2113:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2113:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41020, longitude: 3.45450",""
etn:ws1:2113:event-receiver-deployment,receiver id,VR2W-123814,""
etn:ws1:2115:event-receiver-deployment,receiver status,lost,""
etn:ws1:2115:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:2115:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2115:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2115:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40341, longitude: 3.46590",""
etn:ws1:2149:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2149:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2149:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:2149:event-receiver-deployment,receiver status,active,""
etn:ws1:2149:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:2150:event-receiver-deployment,receiver status,active,""
etn:ws1:2150:event-receiver-deployment,receiver drop dead date,2016-12-09,""
etn:ws1:2150:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2150:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:2150:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:2170:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2170:event-receiver-deployment,receiver status,lost,""
etn:ws1:2170:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:2170:event-receiver-deployment,receiver drop dead date,2015-08-15,""
etn:ws1:2170:event-receiver-deployment,receiver intended coordinates,"latitude: 51.44734, longitude: 3.47051",""
etn:ws1:2197:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2197:event-receiver-deployment,receiver id,VR2W-112370,""
etn:ws1:2197:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2197:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41017, longitude: 3.45452",""
etn:ws1:2197:event-receiver-deployment,receiver status,active,""
etn:ws1:2198:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2198:event-receiver-deployment,receiver id,VR2W-123813,""
etn:ws1:2198:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2198:event-receiver-deployment,receiver status,lost,""
etn:ws1:2198:event-receiver-deployment,receiver intended coordinates,"latitude: 51.40341, longitude: 3.46590",""
etn:ws1:2199:event-receiver-deployment,receiver status,active,""
etn:ws1:2199:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2199:event-receiver-deployment,receiver id,VR2W-123815,""
etn:ws1:2199:event-receiver-deployment,receiver intended coordinates,"latitude: 51.41834, longitude: 3.45318",""
etn:ws1:2199:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2200:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2200:event-receiver-deployment,receiver intended coordinates,"latitude: 51.43779, longitude: 3.47035",""
etn:ws1:2200:event-receiver-deployment,receiver id,VR2W-123817,""
etn:ws1:2200:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2200:event-receiver-deployment,receiver status,lost,""
etn:ws1:2201:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2201:event-receiver-deployment,receiver id,VR2W-123818,""
etn:ws1:2201:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2201:event-receiver-deployment,receiver intended coordinates,"latitude: 51.44734, longitude: 3.47051",""
etn:ws1:2201:event-receiver-deployment,receiver status,lost,""
etn:ws1:2202:event-receiver-deployment,receiver id,VR2W-123819,""
etn:ws1:2202:event-receiver-deployment,receiver status,active,""
etn:ws1:2202:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2202:event-receiver-deployment,receiver intended coordinates,"latitude: 51.45933, longitude: 3.47183",""
etn:ws1:2202:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2203:event-receiver-deployment,receiver intended coordinates,"latitude: 51.47134, longitude: 3.47501",""
etn:ws1:2203:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:ws1:2203:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2203:event-receiver-deployment,receiver id,VR2W-123820,""
etn:ws1:2203:event-receiver-deployment,receiver status,active,""
etn:ws1:2204:event-receiver-deployment,receiver status,broken,""
etn:ws1:2204:event-receiver-deployment,receiver intended coordinates,"latitude: 51.46618, longitude: 3.50218",""
etn:ws1:2204:event-receiver-deployment,receiver drop dead date,2018-03-09,""
etn:ws1:2204:event-receiver-deployment,receiver id,VR2W-123830,""
etn:ws1:2204:event-receiver-deployment,receiver type,acoustic telemetry,""
